기간	자치구	계	계	계	자연공원	자연공원	자연공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	도시공원	기타공원	기타공원	기타공원
기간	자치구	계	계	계	자연공원	자연공원	자연공원	소계	소계	소계	어린이공원	어린이공원	소공원	소공원	근린공원	근린공원	근린공원	도시자연공원	도시자연공원	도시자연공원	묘지공원	묘지공원	문화공원	문화공원	체육공원	체육공원	역사공원	역사공원	수변공원	수변공원	생태공원	생태공원	가로공원	가로공원	기타공원	기타공원	기타공원
기간	자치구	공원수	(중복)	면적	공원수	(중복)	면적	공원수	(중복)	면적	공원수	면적	공원수	면적	공원수	(중복)	면적	공원수	(중복)	면적	공원수	면적	공원수	면적	공원수	면적	공원수	면적	공원수	면적	공원수	면적	공원수	면적	공원수	(중복)	면적
2016	금천구	54	1	2,205.2	-	-	-	46	1	2,041.2	41	41.4	2	5.2	3	-	39.2	-	1	1,955.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	-	164
2016	영등포구	128	-	3,095.1	-	-	-	92	-	748.6	34	102.1	44	60.4	13	-	583.2	-	-	-	-	-	-	-	-	-	1	3	-	-	-	-	-	-	36	-	2,346.5
2016	동작구	83	1	4,585.6	-	-	-	67	-	4,391.6	33	40.1	21	20.8	10	-	2,866.5	-	-	-	1	1,404.0	1	12.2	-	-	1	47.8	-	-	-	-	-	-	16	1	194
2016	관악구	110	2	10,975.7	-	-	-	98	2	10,969.2	71	87.3	17	22.8	4	2	400.5	1	-	10,420.8	-	-	1	4.3	-	-	-	-	4	33.5	-	-	-	-	12	-	6.5
2016	서초구	147	-	15,874.5	-	-	-	120	-	15,071.1	79	133	6	8.4	27	-	1,753.9	6	-	13,026.3	1	127.8	-	-	-	-	-	-	1	21.6	-	-	-	-	27	-	803.4
2016	강남구	158	2	6,598.0	-	-	-	145	2	5,308.4	64	105.8	17	28.4	59	-	2,580.2	-	2	2,449.8	-	-	1	34	-	-	2	96.1	2	14.1	-	-	-	-	13	-	1,289.7
2016	송파구	162	1	4,424.8	-	-	-	148	-	1,816.8	89	170.4	4	4	53	-	1,567.0	-	-	-	-	-	-	-	-	-	2	75.4	-	-	-	-	-	-	14	1	2,608.0
2016	강동구	124	1	3,384.6	-	-	-	115	1	2,842.4	62	133.8	17	22.3	30	-	1,820.4	1	1	713.4	-	-	1	0.8	-	-	1	110.2	3	41.5	-	-	-	-	9	-	542.2
2016	서울대공원	1	-	6,670.0	-	-	-	1	-	6,670.0	-	-	-	-	1	-	6,670.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2017	합계	2,837	33	168,374.6	1	5	37,345.0	2,183	25	114,990.9	1,273	2,229.2	388	517.9	403	13	45,156.4	20	12	63,101.1	4	2,377.9	51	755	5	162.2	18	500.9	12	116.8	1	51.5	8	22	653	3	16,038.7
2017	종로구	110	2	11,569.7	-	1	4,998.0	72	1	6,448.6	27	65	15	18.7	23	-	2,511.8	2	1	3,734.1	-	-	3	9.6	-	-	2	109.4	-	-	-	-	-	-	38	-	123.1
2017	중구	70	2	3,132.0	-	-	-	59	2	3,082.4	16	33.7	28	25.2	6	2	1,176.7	1	-	1,785.1	-	-	3	5.8	1	29.7	4	26.2	-	-	-	-	-	-	11	-	49.6
2017	용산구	102	1	1,794.1	-	-	-	65	1	781.7	23	45.1	28	41	7	1	607.2	-	-	-	-	-	2	61	-	-	3	23.9	-	-	-	-	2	3.5	37	-	1,012.4
2017	성동구	84	1	3,101.4	-	-	-	63	1	1,260.0	32	55.2	16	16.1	9	1	1,083.1	-	-	-	-	-	2	94	1	2.8	-	-	-	-	-	-	3	8.8	21	-	1,841.4
2017	광진구	55	2	3,359.2	-	-	-	41	1	2,913.1	35	39	5	6.5	1	-	560.6	-	1	2,307.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	1	446.1
2017	동대문구	96	1	1,275.6	-	-	-	80	1	1,033.5	42	81.1	24	32.9	12	1	913.1	-	-	-	-	-	-	-	-	-	1	3.9	-	-	-	-	1	2.4	16	-	242.1
2017	중랑구	102	-	5,206.5	-	-	-	65	-	5,023.8	45	60	9	18.8	9	-	1,311.6	1	-	2,800.6	1	832.8	-	-	-	-	-	-	-	-	-	-	-	-	37	-	182.7
2017	성북구	127	5	8,338.1	-	1	3,864.0	74	4	4,415.7	40	103.4	22	24.3	8	3	2,003.2	1	1	2,276.2	-	-	2	6.8	-	-	-	-	1	1.8	-	-	-	-	53	-	58.4
2017	강북구	83	1	14,337.6	1	-	11,899.0	63	1	2,280.2	44	76.2	13	10.3	3	-	2,049.7	-	1	129.4	-	-	3	14.7	-	-	-	-	-	-	-	-	-	-	19	-	158.4
2017	도봉구	79	2	10,083.6	-	1	8,703.0	51	1	1,165.9	40	51.3	7	9.7	2	1	1,003.6	-	-	-	-	-	-	-	1	49.8	-	-	-	-	1	51.5	-	-	28	-	214.7
2017	노원구	181	-	14,337.7	-	-	-	129	-	13,850.2	93	170	3	4.1	25	-	1,535.9	2	-	12,024.3	-	-	5	48.8	1	67.1	-	-	-	-	-	-	-	-	52	-	487.4
2017	은평구	133	3	13,997.9	-	1	7,663.0	98	2	6,228.9	46	91.8	23	41.1	24	1	2,690.4	2	1	3,340.3	-	-	3	65.3	-	-	-	-	-	-	-	-	-	-	35	-	106
2017	서대문구	119	3	5,136.2	-	1	218	78	2	4,898.2	45	99.4	21	15.8	8	-	1,322.2	1	2	3,449.5	-	-	3	11.3	-	-	-	-	-	-	-	-	-	-	41	-	20
2017	마포구	142	-	4,439.9	-	-	-	98	-	3,126.7	54	88.8	22	32.6	11	-	2,859.7	-	-	-	1	13.2	9	127.7	-	-	1	4.8	-	-	-	-	-	-	44	-	1,313.2
2017	양천구	120	1	2,909.8	-	-	-	102	1	2,487.3	73	126.9	10	23.1	18	-	1,115.9	-	1	1,003.5	-	-	1	217.9	-	-	-	-	-	-	-	-	-	-	18	-	422.6
2017	강서구	167	-	4,329.3	-	-	-	155	-	3,244.9	123	186.3	4	3	22	-	3,031.4	-	-	-	-	-	6	24.2	-	-	-	-	-	-	-	-	-	-	12	-	1,084.4
2017	구로구	98	1	3,190.6	-	-	-	56	1	2,868.7	25	50	10	19.5	13	1	1,079.0	2	-	1,685.4	-	-	3	14.6	1	12.8	-	-	-	-	-	-	2	7.3	42	-	321.9
2017	금천구	55	1	2,206.2	-	-	-	47	1	2,042.2	41	41.4	2	5.2	3	-	39.2	-	1	1,955.4	-	-	1	1	-	-	-	-	-	-	-	-	-	-	8	-	164
2017	영등포구	126	-	3,092.6	-	-	-	90	-	746.1	32	98.5	43	60.4	13	-	583.2	-	-	-	-	-	1	1.1	-	-	1	3	-	-	-	-	-	-	36	-	2,346.5
2017	동작구	83	1	4,585.7	-	-	-	67	-	4,391.6	33	40.1	21	20.8	10	-	2,866.6	-	-	-	1	1,404.0	1	12.2	-	-	1	47.8	-	-	-	-	-	-	16	1	194
2017	관악구	110	2	10,975.7	-	-	-	98	2	10,969.2	71	87.3	17	22.8	4	2	400.5	1	-	10,420.8	-	-	1	4.3	-	-	-	-	4	33.5	-	-	-	-	12	-	6.5
2017	서초구	151	-	15,883.2	-	-	-	124	-	15,079.8	80	135.2	8	11.2	28	-	1,757.6	6	-	13,026.3	1	127.8	-	-	-	-	-	-	1	21.6	-	-	-	-	27	-	803.4
2017	강남구	155	2	6,591.7	-	-	-	142	2	5,302.0	62	99.5	16	28.4	59	-	2,580.2	-	2	2,449.8	-	-	1	34	-	-	2	96.1	2	14.1	-	-	-	-	13	-	1,289.7
2017	송파구	164	1	4,445.7	-	-	-	150	-	1,837.7	89	170.4	4	4	54	-	1,583.6	-	-	-	-	-	-	-	-	-	2	75.4	1	4.3	-	-	-	-	14	1	2,608.0
2017	강동구	124	1	3,384.6	-	-	-	115	1	2,842.4	62	133.8	17	22.3	30	-	1,820.4	1	1	713.4	-	-	1	0.8	-	-	1	110.2	3	41.5	-	-	-	-	9	-	542.2
2017	서울대공원	1	-	6,670.0	-	-	-	1	-	6,670.0	-	-	-	-	1	-	6,670.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2018	합계	2,859	34	168,843.3	1	5	37,345.0	2,205	26	115,463.6	1,268	2,203.8	404	563.9	407	14	45,441.7	20	12	63,101.1	4	2,377.9	54	786.9	6	183.2	18	500.9	14	227.2	1	51.5	9	25.5	653	3	16,034.7
2018	종로구	108	2	11,555.8	-	1	4,998.0	69	1	6,432.5	24	60.5	16	22	22	-	2,497.0	2	1	3,734.1	-	-	3	9.6	-	-	2	109.4	-	-	-	-	-	-	39	-	125.3
2018	중구	70	2	3,132.0	-	-	-	59	2	3,082.4	16	33.7	28	25.2	6	2	1,176.7	1	-	1,785.1	-	-	3	5.8	1	29.7	4	26.2	-	-	-	-	-	-	11	-	49.6
2018	용산구	103	1	1,795.6	-	-	-	65	1	781.7	23	45.1	28	41	7	1	607.2	-	-	-	-	-	2	61	-	-	3	23.9	-	-	-	-	2	3.5	38	-	1,013.9
2018	성동구	85	1	3,102.1	-	-	-	64	1	1,260.7	32	55.8	16	16.6	10	1	1,082.7	-	-	-	-	-	2	94	1	2.8	-	-	-	-	-	-	3	8.8	21	-	1,841.4
2018	광진구	59	2	3,363.0	-	-	-	44	1	2,916.4	35	39	8	9.7	1	-	560.6	-	1	2,307.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	1	446.6
2018	동대문구	95	1	1,275.8	-	-	-	79	1	1,033.7	42	80.4	22	30.5	12	1	913.1	-	-	-	-	-	-	-	-	-	1	3.9	-	-	-	-	2	5.9	16	-	242.1
2018	중랑구	102	-	5,206.3	-	-	-	65	-	5,023.7	45	60	9	18.6	9	-	1,311.6	1	-	2,800.6	1	832.8	-	-	-	-	-	-	-	-	-	-	-	-	37	-	182.7
2018	성북구	127	5	8,342.4	-	1	3,864.0	74	4	4,420.0	39	101.4	21	23.6	9	3	2,006.2	1	1	2,276.2	-	-	3	10.9	-	-	-	-	1	1.8	-	-	-	-	53	-	58.4
2018	강북구	84	1	14,346.7	1	-	11,899.0	64	1	2,291.8	44	76.2	13	10.3	3	-	2,049.7	-	1	129.4	-	-	4	26.2	-	-	-	-	-	-	-	-	-	-	19	-	155.9
2018	도봉구	79	2	10,075.3	-	1	8,703.0	50	1	1,163.8	39	49.2	7	9.7	2	1	1,003.6	-	-	-	-	-	-	-	1	49.8	-	-	-	-	1	51.5	-	-	29	-	208.5
2018	노원구	181	-	14,337.7	-	-	-	129	-	13,850.2	93	170	3	4.1	25	-	1,535.9	2	-	12,024.3	-	-	5	48.8	1	67.1	-	-	-	-	-	-	-	-	52	-	487.4
2018	은평구	133	3	13,997.9	-	1	7,663.0	98	2	6,228.9	46	91.8	23	41.1	24	1	2,690.4	2	1	3,340.3	-	-	3	65.3	-	-	-	-	-	-	-	-	-	-	35	-	106
2018	서대문구	118	4	5,136.1	-	1	218	78	3	4,898.2	45	99.4	21	15.8	8	1	1,322.2	1	2	3,449.5	-	-	3	11.3	-	-	-	-	-	-	-	-	-	-	40	-	19.9
2018	마포구	142	-	4,439.9	-	-	-	98	-	3,126.7	54	88.8	22	32.6	11	-	2,859.7	-	-	-	1	13.2	9	127.7	-	-	1	4.8	-	-	-	-	-	-	44	-	1,313.2
2018	양천구	120	1	2,909.8	-	-	-	102	1	2,487.3	73	126.9	10	23.1	18	-	1,115.9	-	1	1,003.5	-	-	1	217.9	-	-	-	-	-	-	-	-	-	-	18	-	422.6
2018	강서구	167	-	4,329.3	-	-	-	155	-	3,244.9	123	186.3	4	3	22	-	3,031.4	-	-	-	-	-	6	24.2	-	-	-	-	-	-	-	-	-	-	12	-	1,084.4
2018	구로구	101	1	3,327.7	-	-	-	61	1	3,005.9	25	49	12	21.5	16	1	1,215.3	2	-	1,685.4	-	-	3	14.5	1	12.8	-	-	-	-	-	-	2	7.3	40	-	321.7
2018	금천구	55	1	2,206.2	-	-	-	47	1	2,042.2	41	41.4	2	5.2	2	-	22.8	-	1	1,955.4	-	-	2	17.3	-	-	-	-	-	-	-	-	-	-	8	-	164
2018	영등포구	125	-	3,091.1	-	-	-	90	-	746.1	32	98.5	43	60.4	13	-	583.2	-	-	-	-	-	1	1.1	-	-	1	3	-	-	-	-	-	-	35	-	2,345.0
2018	동작구	82	1	4,585.4	-	-	-	66	-	4,391.3	33	40.1	20	20.5	10	-	2,866.6	-	-	-	1	1,404.0	1	12.2	-	-	1	47.8	-	-	-	-	-	-	16	1	194
2018	관악구	110	2	10,977.1	-	-	-	98	2	10,970.6	71	87.3	17	22.8	4	2	401.9	1	-	10,420.8	-	-	1	4.3	-	-	-	-	4	33.5	-	-	-	-	12	-	6.5
2018	서초구	165	-	16,036.3	-	-	-	137	-	15,230.5	82	138.2	16	27.8	28	-	1,757.4	6	-	13,026.3	1	127.8	-	-	1	20.9	-	-	3	132.1	-	-	-	-	28	-	805.8
2018	강남구	155	2	6,591.7	-	-	-	142	2	5,302.0	62	99.5	16	28.4	59	-	2,580.2	-	2	2,449.8	-	-	1	34	-	-	2	96.1	2	14.1	-	-	-	-	13	-	1,289.7
2018	송파구	168	1	4,642.1	-	-	-	155	-	2,034.2	87	151.5	10	28.2	55	-	1,774.8	-	-	-	-	-	-	-	-	-	2	75.4	1	4.3	-	-	-	-	13	1	2,607.9
2018	강동구	124	1	3,370.0	-	-	-	115	1	2,827.7	62	133.8	17	22.3	30	-	1,805.7	1	1	713.4	-	-	1	0.8	-	-	1	110.2	3	41.5	-	-	-	-	9	-	542.2
2018	서울대공원	1	-	6,670.0	-	-	-	1	-	6,670.0	-	-	-	-	1	-	6,670.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2019	합계	2,868	33	168,896.8	1	5	37,345.0	2,214	25	115,481.0	1,262	2,194.3	412	616.7	407	13	45,438.1	20	12	63,101.1	4	2,377.9	59	766.2	6	183.2	19	497.2	14	227.2	1	51.1	10	27.9	653	3	16,070.8
2019	종로구	106	2	11,556.1	-	1	4,998.0	69	1	6,433.0	24	60.5	16	22	22	-	2,497.5	2	1	3,734.1	-	-	3	9.6	-	-	2	109.4	-	-	-	-	-	-	37	-	125.1
2019	중구	73	2	3,155.1	-	-	-	59	2	3,082.7	16	33.6	28	25.4	6	2	1,176.7	1	-	1,785.1	-	-	3	5.8	1	29.7	4	26.3	-	-	-	-	-	-	14	-	72.5
2019	용산구	110	1	1,779.6	-	-	-	71	1	763.1	23	41.6	30	53.7	7	1	607.3	-	-	-	-	-	6	39.5	-	-	3	17.5	-	-	-	-	2	3.5	39	-	1,016.4
2019	성동구	86	1	3,100.0	-	-	-	64	1	1,257.1	32	55.8	16	16.6	10	1	1,082.7	-	-	-	-	-	2	90.4	1	2.8	-	-	-	-	-	-	3	8.8	22	-	1,843.0
2019	광진구	60	2	3,363.5	-	-	-	44	1	2,916.4	35	39	8	9.7	1	-	560.6	-	1	2,307.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	1	447.1
2019	동대문구	95	1	1,275.1	-	-	-	79	1	1,033.0	42	81.6	23	40.5	11	1	901.2	-	-	-	-	-	-	-	-	-	1	3.9	-	-	-	-	2	5.9	16	-	242.1
2019	중랑구	101	-	5,205.3	-	-	-	64	-	5,022.6	44	59	9	18.6	9	-	1,311.6	1	-	2,800.6	1	832.8	-	-	-	-	-	-	-	-	-	-	-	-	37	-	182.7
2019	성북구	133	5	8,329.4	-	1	3,864.0	80	4	4,407.0	36	91.6	27	29.9	11	3	1,993.8	1	1	2,276.2	-	-	3	10.9	-	-	1	2.8	1	1.8	-	-	-	-	53	-	58.4
2019	강북구	82	1	14,342.3	1	-	11,899.0	62	1	2,287.4	44	76.2	12	9.5	3	-	2,049.7	-	1	129.4	-	-	3	22.6	-	-	-	-	-	-	-	-	-	-	19	-	155.9
2019	도봉구	79	2	10,075.0	-	1	8,703.0	50	1	1,163.5	39	49.2	7	9.7	2	1	1,003.6	-	-	-	-	-	-	-	1	49.8	-	-	-	-	1	51.1	-	-	29	-	208.5
2019	노원구	181	-	14,344.4	-	-	-	128	-	13,848.1	92	168.1	3	4.1	25	-	1,535.6	2	-	12,024.3	-	-	5	48.8	1	67.1	-	-	-	-	-	-	-	-	53	-	496.3
2019	은평구	130	3	13,991.6	-	1	7,663.0	97	2	6,223.4	45	81.5	23	45.8	24	1	2,690.4	2	1	3,340.3	-	-	3	65.3	-	-	-	-	-	-	-	-	-	-	33	-	105.2
2019	서대문구	118	3	5,143.3	-	1	218	77	2	4,904.8	43	103.4	21	15.8	8	-	1,322.2	1	2	3,449.5	-	-	4	13.9	-	-	-	-	-	-	-	-	-	-	41	-	20.5
2019	마포구	142	-	4,440.0	-	-	-	98	-	3,126.9	54	88.2	22	32.6	11	-	2,860.4	-	-	-	1	13.2	9	127.7	-	-	1	4.8	-	-	-	-	-	-	44	-	1,313.2
2019	양천구	121	1	2,912.0	-	-	-	103	1	2,489.5	74	129.1	10	23.1	18	-	1,115.9	-	1	1,003.5	-	-	1	217.9	-	-	-	-	-	-	-	-	-	-	18	-	422.6
2019	강서구	170	-	4,370.3	-	-	-	158	-	3,285.9	122	184.7	6	5.9	23	-	3,068.5	-	-	-	-	-	6	24.2	-	-	-	-	-	-	-	-	1	2.6	12	-	1,084.4
2019	구로구	104	1	3,336.1	-	-	-	64	1	3,014.4	26	53.3	14	23.5	16	1	1,217.8	2	-	1,685.4	-	-	3	14.4	1	12.8	-	-	-	-	-	-	2	7.2	40	-	321.7
2019	금천구	55	1	2,206.2	-	-	-	47	1	2,042.2	41	41.4	2	5.2	2	-	22.8	-	1	1,955.4	-	-	2	17.3	-	-	-	-	-	-	-	-	-	-	8	-	164
2019	영등포구	108	-	3,050.4	-	-	-	74	-	705.6	29	86.1	31	46.6	11	-	563.3	-	-	-	-	-	2	6.6	-	-	1	3	-	-	-	-	-	-	34	-	2,344.8
2019	동작구	78	1	4,584.2	-	-	-	63	-	4,390.2	32	42.9	18	19.4	10	-	2,863.8	-	-	-	1	1,404.0	1	12.2	-	-	1	47.8	-	-	-	-	-	-	15	1	194
2019	관악구	110	2	10,976.9	-	-	-	98	2	10,970.4	71	87.2	17	22.6	4	2	401.9	1	-	10,420.8	-	-	1	4.3	-	-	-	-	4	33.5	-	-	-	-	12	-	6.5
2019	서초구	177	-	16,081.0	-	-	-	151	-	15,274.2	87	155.4	25	54.2	28	-	1,757.4	6	-	13,026.3	1	127.8	-	-	1	20.9	-	-	3	132.1	-	-	-	-	26	-	806.8
2019	강남구	155	2	6,594.3	-	-	-	142	2	5,304.7	62	99.5	16	28.4	59	-	2,582.8	-	2	2,449.8	-	-	1	34	-	-	2	96.1	2	14.1	-	-	-	-	13	-	1,289.7
2019	송파구	169	1	4,644.8	-	-	-	156	-	2,037.6	87	151.5	11	31.6	55	-	1,774.8	-	-	-	-	-	-	-	-	-	2	75.4	1	4.3	-	-	-	-	13	1	2,607.2
2019	강동구	124	1	3,369.8	-	-	-	115	1	2,827.5	62	133.8	17	22	30	-	1,805.8	1	1	713.4	-	-	1	0.8	-	-	1	110.2	3	41.5	-	-	-	-	9	-	542.2
2019	서울대공원	1	-	6,670.0	-	-	-	1	-	6,670.0	-	-	-	-	1	-	6,670.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
