,관리번호,공원명,위도,경도,공원면적,자치구
150,11680-00061,학동공원,37.511646,127.0387639,1498.5,강남구
151,11680-00062,신사은행나무공원,37.521114,127.021627,1240.1,강남구
152,11680-00063,신사목련공원,37.522898,127.017064,1001.1,강남구
153,11680-00064,신사무궁화공원,37.524131,,1641.8,강남구
154,11680-00065,신사까치공원,,127.020466,992.9,강남구
155,11680-00066,신사개나리공원,37.526208,127.027304,991.3,강남구
156,11680-00067,압구정목련공원,37.53268534,127.0322088,2027.2,강남구
157,11680-00068,압구정은행나무공원,37.530689,127.022677,2547.4,강남구
158,11680-00069,삼성목련공원,37.518515,127.045196,1641.4,강남구
159,11680-00070,삼성까치공원,37.518324,127.051865,1462.9,강남구
160,11680-00071,청담은행나무공원,37.525154,127.0442417,1643.8,강남구
161,11680-00072,청담목련공원,37.522979,127.041076,1642.1,강남구
162,11680-00073,도곡까치공원,37.483326,127.0451093,1793.8,강남구
163,11680-00074,도곡목련공원,37.484915,,1709.2,강남구
164,11680-00075,역삼장미공원,37.495327,127.035846,1636.6,강남구
165,11680-00076,역삼까치공원,37.497225,127.021971,987.2,강남구
166,11680-00077,역삼무궁화공원,37.493835,127.032209,991.5,강남구
167,11680-00078,역삼개나리공원,37.497571,127.0362551,1635.0,강남구
168,11680-00079,역삼소나무공원,37.490961,127.024931,987.3,강남구
169,11680-00080,역삼은행나무공원,37.505409,,1647.1,강남구
170,11680-00081,대치목련공원,37.49982553,127.0581713,1649.1,강남구
171,11680-00082,대치까치공원,37.496941,127.058458,992.2,강남구
172,11680-00083,대치은행나무공원,37.501649,127.0515319,1618.7,강남구
173,11680-00084,개포까치공원,37.48370515,127.0608782,1690.2,강남구
174,11680-00085,개포공원,37.485235,127.067125,4793.8,강남구
175,11680-00086,개포개나리공원,37.485235,127.067125,1500.6,강남구
176,11680-00087,개포은행나무공원,37.47602964,127.0492625,1641.7,강남구
177,11680-00088,개포목련공원,37.474238,127.043675,1639.1,강남구
178,11680-00089,일원은행나무공원,37.492002,127.068214,1500.3,강남구
180,11680-00031,길섶근린공원,37.498081,127.046708,1580.6,강남구
181,11680-00032,매봉근린공원,37.492589,127.045762,6146.9,강남구
182,11680-00033,봉은근린공원,37.498247,127.047136,1147.7,강남구
183,11680-00034,배꽃근린공원,37.516663,127.040299,1592.9,강남구
184,11680-00035,반달근린공원,,127.040616,679.3,강남구
185,11680-00036,샘터근린공원,37.514379,127.060169,1799.5,강남구
186,11680-00037,학봉근린공원,,127.053987,1343.0,강남구
187,11680-00038,큰골근린공원,37.494313,,1688.1,강남구
188,11680-00039,새뜰근린공원,37.497183,127.046607,427.6,강남구
189,11680-00040,수서제2근린공원,,127.084338,44587.5,강남구
190,11680-00041,수서택지개발(대모산부근),,127.076069,11588.6,강남구
191,11680-00042,수서택지개발(광평부근),37.487307,127.092754,7569.1,강남구
192,11680-00043,세곡동 근린공원1,37.474676,,10310.4,강남구
193,11680-00044,세곡공원,37.469014,127.104715,101513.0,강남구
194,11680-00045,돌산공원,,127.107458,98417.0,강남구
195,11680-00046,광평공원,37.485867,127.083389,519782.0,강남구
196,11680-00047,압구정 428,37.527425,127.021936,13968.3,강남구
197,11680-00048,봉은역사공원,37.513888,127.046723,75635.7,강남구
198,11680-00049,역삼문화공원,37.502655,127.025932,33974.9,강남구
199,11680-00050,다솜소공원,37.496998,127.039348,604.1,강남구
200,11680-00051,도곡단비소공원,37.493903,127.046942,896.5,강남구
201,11680-00052,도곡동 426-9(로덴하우스)소공원,37.485319,127.046753,80.0,강남구
202,11680-00053,역삼나들이소공원,37.500748,127.050364,650.0,강남구
203,11680-00054,아크로힐스소공원,,127.039492,800.0,강남구
204,11680-00055,논현까치공원,37.509026,127.020792,956.7,강남구
205,11680-00056,논현목련공원,37.510851,127.017942,986.0,강남구
206,11680-00057,논현은행나무공원,37.512617,127.013669,1014.5,강남구
207,11680-00058,논현개나리공원,37.51122564,127.0300758,1652.9,강남구
208,11680-00059,논현무궁화공원,37.506648,127.021935,1879.7,강남구
209,11680-00060,논현소나무공원,37.515685,127.035281,1819.9,강남구
211,11680-00003,대청근린공원,37.49319912,127.0830019,14089.1,강남구
212,11680-00004,늘푸른근린공원,37.489885,127.077436,11410.3,강남구
213,11680-00005,개포서근린공원,37.488628,127.064142,11219.2,강남구
214,11680-00006,개포동근린공원,37.489686,127.059526,9705.6,강남구
215,11680-00007,대치근린공원,37.495123,127.061109,10408.9,강남구
216,11680-00008,늘벗근린공원,37.489623,127.048394,19812.3,강남구
217,11680-00009,독골근린공원,37.484552,127.0468249,10022.9,강남구
218,11680-00010,포이근린공원,37.479681,127.036037,16811.4,강남구
219,11680-00011,청룡근린공원,37.485594,127.045605,9367.0,강남구
220,11680-00012,배밭근린공원,37.488738,127.053642,11627.2,강남구
221,11680-00013,학여울근린공원,37.491018,127.059561,12505.6,강남구
222,11680-00014,청수근린공원,37.523249,127.049676,17402.0,강남구
223,11680-00015,청담근린공원,37.520727,127.035334,59347.0,강남구
224,11680-00016,한티근린공원,37.494917,127.053606,19200.0,강남구
225,11680-00017,개포근린공원,37.4830336,127.063861,90063.9,강남구
226,11680-00018,달터근린공원,37.485434,127.052354,232078.2,강남구
227,11680-00019,대진근린공원,37.496049,127.0788531,13568.4,강남구
228,11680-00020,탄천근린공원,37.487436,,10011.0,강남구
229,11680-00021,한솔근린공원,37.480936,127.069411,12878.4,강남구
230,11680-00022,학동근린공원,37.515548,127.0251861,29947.0,강남구
231,11680-00023,삼성은행나무근린공원,37.516489,127.036994,1500.0,강남구
232,11680-00024,도곡근린공원,,127.041861,254648.0,강남구
233,11680-00025,싸리고개근린공원,37.489953,,15072.5,강남구
234,11680-00026,갈매기근린공원,37.531496,127.030123,7732.0,강남구
235,11680-00027,도성근린공원,37.500748,127.044485,1988.8,강남구
236,11680-00028,송운근린공원,37.499848,127.044636,1175.0,강남구
237,11680-00029,언주근린공원,37.499059,127.043268,1110.8,강남구
238,11680-00030,영동근린공원,,127.046352,1293.6,강남구
239,11680-00001,도산근린공원,37.523911,127.0356032,29816.5,강남구
241,11680-00096,일원개나리공원,37.482993,127.067728,4453.6,강남구
242,11680-00097,일원느티나무공원,37.483047,127.068692,1825.7,강남구
243,11680-00098,일원소나무공원,37.484061,127.073013,1500.6,강남구
244,11680-00099,일원상록수공원,37.482102,,1500.4,강남구
245,11680-00100,일원비둘기공원,,,1501.0,강남구
246,11680-00101,일원진달래공원,37.484753,127.075966,1500.1,강남구
247,11680-00102,일원새싹공원,37.484772,,1500.2,강남구
248,11680-00103,수서까치공원,,127.089183,1500.2,강남구
249,11680-00104,수서은행나무공원,37.49213676,127.0997523,1500.4,강남구
250,11680-00105,수서목련공원,37.491169,127.099314,1418.8,강남구
251,11680-00106,수서개나리공원,37.487518,127.096653,1500.1,강남구
252,11680-00107,아래반고개공원,37.463874,127.098339,863.0,강남구
253,11680-00108,윗반고개공원,37.466333,127.104617,1250.0,강남구
254,11680-00109,은곡마을공원,,127.096174,2686.0,강남구
255,11680-00110,쟁골공원,,127.093319,468.0,강남구
256,11680-00111,못골공원,37.473573,127.091406,749.0,강남구
257,11680-00112,윗방죽마을공원,37.470276,127.100111,935.0,강남구
258,11680-00113,아래방죽마을공원,37.473276,,386.0,강남구
259,11680-00114,충현공원,,127.027767,2721.8,강남구
260,11680-00115,세곡천공원,37.462426,127.097552,2645.1,강남구
261,11680-00116,대왕공원,37.474486,127.091064,2633.1,강남구
262,11680-00117,근린공원1호,37.466445,127.095331,18856.7,강남구
263,11680-00118,근린공원2호,37.469317,,5236.8,강남구
264,11680-00119,근린공원3호,37.472608,127.093071,38003.6,강남구
265,11680-00120,근린공원4호,37.474515,127.096381,24247.1,강남구
266,11680-00121,근린공원5호,37.47330498,127.0997276,21560.9,강남구
267,11680-00122,근린공원6호,37.472267,127.101805,19739.5,강남구
268,11680-00123,근린공원7호,37.471058,127.092804,12093.0,강남구
269,11680-00124,수변공원1호,37.465664,127.097181,10399.2,강남구
270,11680-00125,수변공원2호,37.465072,127.093755,3713.3,강남구
271,11680-00126,쉼표소공원,37.467518,127.099851,1199.2,강남구
371,11680-00090,일원목련공원,37.491431,127.076807,1613.8,강남구
372,11680-00091,일원까치공원,,127.079419,1476.3,강남구
373,11680-00092,궁마을공원,37.484831,127.090647,306.0,강남구
374,11680-00093,예지공원,37.491953,127.064406,1535.9,강남구
375,11680-00094,한마음공원,37.496013,127.067034,2488.1,강남구
376,11680-00095,일원장미공원,37.480681,127.071949,1500.0,강남구
411,11680-00002,신사근린공원,37.526708,127.021458,6800.0,강남구
417,11740-00003,명일공원,37.5512577,127.1634092446,649709.6,강동구
418,11740-00004,명우공원,37.551537,127.141455,403.0,강동구
419,11740-00005,혜림공원,37.5446014902,127.139905,992.0,강동구
420,11740-00006,성안공원,37.531369,127.134773,1057.1,강동구
421,11740-00007,선린공원,37.5285147809,127.132711,1575.2,강동구
422,11740-00008,보람공원,37.524717021,127.131302,989.9,강동구
423,11740-00009,안말공원,37.531236,127.129903,2290.3,강동구
563,11260-00049,방  죽,37.60238,127.1027,1002.0,중랑구
705,11740-00052,샘터공원,37.561901,127.159087,63320.9,강동구
706,11740-00053,방죽공원,37.5591586,127.1598268,87748.6,강동구
707,11740-00054,동명공원,37.561146,127.164455,99599.9,강동구
708,11740-00055,상일공원,37.5469247,127.167312,9704.0,강동구
709,11740-00056,방아다리공원,37.548156,127.153648,2010.4,강동구
710,11740-00057,둔촌공원,37.531437,127.143288,2226.0,강동구
711,11740-00058,암사동공원,37.550259,127.123729,1022.0,강동구
712,11740-00059,솔말소공원,37.556493,,1108.6,강동구
713,11740-00060,솜다래공원,37.553691,127.141229,3993.8,강동구
714,11740-00061,암사공원,37.5565294,,7047.0,강동구
715,11740-00062,천일공원,37.5449887814,127.1362629263,2408.0,강동구
716,11740-00063,당말공원,37.5391276854,127.133246,2409.0,강동구
717,11740-00064,다솜공원,37.546877,127.167582,3125.0,강동구
718,11740-00065,꽃보라공원,37.565352,127.175724,3185.0,강동구
719,11740-00066,윤슬공원,37.562677,127.177545,2591.0,강동구
720,11740-00067,꿈터공원,37.560861,127.180266,1804.0,강동구
721,11740-00068,나루공원,37.547038,127.123604,1500.0,강동구
722,11740-00069,강일공원,37.569526,127.174559,34591.6,강동구
723,11740-00070,벌말공원,37.559936,127.177202,86205.7,강동구
724,11740-00071,암사공원,37.552756,127.137981,1780.0,강동구
725,11740-00072,강덕공원,37.558585,127.174682,46699.6,강동구
726,11740-00073,능골공원,37.556768,127.174727,31464.2,강동구
727,11740-00074,구름공원,37.566745,127.179213,1540.0,강동구
728,11740-00001,고명공원,37.552473,127.143352,545.0,강동구
729,11740-00002,일자산공원,37.5330568,127.1513563404,632733.0,강동구
752,11740-00047,원터공원,37.5524155,127.1430368,24508.5,강동구
753,11740-00048,송림공원,37.5550473189,127.153949415,11491.0,강동구
754,11740-00049,까치공원,37.557079,127.149995,19464.8,강동구
755,11740-00050,두레공원,37.558206,127.152203,13460.2,강동구
756,11740-00051,동자공원,37.559711,127.152467,6416.6,강동구
760,11740-00010,샛별공원,37.526993,127.127036,2391.6,강동구
762,11740-00011,달님공원,37.536210381,127.142551,998.6,강동구
763,11740-00012,무궁화공원,37.5423345,127.145403794,996.3,강동구
764,11740-00013,희망공원,37.539039,127.142255,992.4,강동구
765,11740-00014,성심공원,37.5383145806,127.137376,992.3,강동구
766,11740-00015,샘물공원,37.5510159,127.1447414,992.1,강동구
767,11740-00016,염주골공원,37.549932,127.1456058981,991.3,강동구
768,11740-00017,성내천공원,37.526764,127.123929,1413.6,강동구
769,11740-00018,새장터공원,37.5521262416,127.130563,1592.0,강동구
770,11740-00019,광나루공원,37.5500717,127.1255453934,1637.7,강동구
771,11740-00020,볕우물공원,37.553613,127.135704,1552.8,강동구
772,11740-00021,구암공원,37.556567,127.137608,1647.8,강동구
773,11740-00022,선사공원,37.5557606066,127.1299975466,1610.3,강동구
942,11260-00004,신내어울공원,37.61163479,127.0974178,12937.0,중랑구
967,11710-00154,방이동고분,37.50757311,127.1181634,30293.7,송파구
968,11710-00155,백제초기적석총,37.50214179,127.102815,45137.8,송파구
969,11710-00156,성내천,37.500542,127.139533,61050.0,송파구
970,11710-00157,올림픽공원,37.520341,127.115518,1447122.3,송파구
971,11710-00158,탄천,37.499063,127.088061,161970.0,송파구
972,11710-00159,두레어린이공원,37.494278,127.156245,75.0,송파구
1204,11500-00068,종달새,37.535302,126.858021,991.4,강서구
1335,11305-00001,벽오산,37.62758933,127.0302701,1250.0,강북구
1336,11305-00002,미아도심소,37.62536211,127.031259,1127.0,강북구
1337,11305-00003,오 패,37.62231672,127.032307,1084.0,강북구
1338,11305-00004,한 빛,37.62768452,127.022893,1192.1,강북구
1339,11305-00005,운 산,37.63209072,127.025573,995.1,강북구
1340,11305-00006,솔 샘,37.618286,127.027053,1264.1,강북구
1341,11305-00007,으 뜸,37.62361033,127.0262405,681.0,강북구
1342,11305-00008,세 일,37.63387737,127.0252619,839.7,강북구
1343,11305-00009,북한산 도시자연공원,,,128341.0,강북구
1344,11305-00011,응달마을,37.618383,127.024271,866.0,강북구
1345,11305-00012,하 늘,,127.012902,3367.0,강북구
1346,11305-00013,송 월,,127.032131,807.0,강북구
1347,11305-00014,소망,37.626008,,320.0,강북구
1348,11305-00015,미래,37.624872,127.014615,564.0,강북구
1349,11305-00016,늘푸른,,127.020225,646.0,강북구
1350,11305-00017,폭포,37.614482,127.020702,1238.0,강북구
1351,11305-00018,꼭지,37.617126,127.017436,746.0,강북구
1352,11305-00019,테두리,37.618199,127.017141,1913.0,강북구
1353,11305-00020,고갯마루,37.617067,127.017399,2185.8,강북구
1354,11305-00021,미 아,37.615502,127.037587,992.0,강북구
1355,11305-00022,강북6구역,37.613866,127.030491,424.4,강북구
1356,11305-00023,번 남,37.636018,127.024953,1014.9,강북구
1357,11305-00024,논 골,37.638634,127.027973,991.7,강북구
1358,11305-00025,샛 강,37.639482,127.033005,858.2,강북구
1359,11305-00026,오동근린공원,37.62923217,127.0330423,1346557.0,강북구
1360,11305-00010,청 암,37.624364,127.017047,661.0,강북구
1361,11305-00032,흰구름,37.645866,127.020635,1064.0,강북구
1362,11305-00033,희 망,37.640764,127.024431,976.9,강북구
1363,11305-00034,은모루,37.642612,127.026714,918.0,강북구
1364,11305-00035,소 귀,37.638742,127.018697,961.0,강북구
1365,11305-00036,상산,37.638514,127.023986,972.9,강북구
1366,11305-00037,흰구름,37.645951,127.020465,214.0,강북구
1367,11305-00038,보등골,37.635202,127.018417,869.0,강북구
1368,11305-00039,수유일공원,37.630852,127.017011,2632.0,강북구
1369,11305-00040,새 싹,37.636307,,651.0,강북구
1370,11305-00041,푸 른,37.638686,127.008423,992.0,강북구
1371,11305-00042,무너미,37.6460666,127.0127415,380.0,강북구
1372,11305-00043,빨래골,37.629534,127.014863,476.0,강북구
1373,11305-00044,장미원,37.646688,127.015689,340.0,강북구
1374,11305-00045,솔밭근린공원,37.65301305,127.012249,34955.0,강북구
1379,11305-00030,오 현,37.623976,127.046488,3661.0,강북구
1380,11305-00031,색 동,37.633443,,2341.2,강북구
1963,11500-00067,능골,37.536695,126.855316,997.2,강서구
2095,11500-00037,코끼리,37.563238,126.848535,1594.5,강서구
2096,11500-00038,구름,37.543303,126.844116,833.0,강서구
2097,11500-00039,볏골,37.541815,126.844354,4219.0,강서구
2098,11500-00040,노을,37.539908,126.843928,1031.0,강서구
2099,11500-00041,까치산,37.538365,126.844436,1805.0,강서구
2100,11500-00042,비둘기,37.541392,126.846938,1086.0,강서구
2101,11500-00043,큰별,37.544538,126.848941,1067.0,강서구
2102,11500-00044,꿈돌이,37.546097,126.845352,1507.0,강서구
2103,11500-00045,소나무,37.547141,126.847807,942.0,강서구
2104,11500-00046,산새,37.546321,126.850461,539.0,강서구
2105,11500-00047,박장,37.540768,126.849087,929.0,강서구
2106,11500-00048,참새,37.539725,126.847003,256.0,강서구
2107,11500-00049,한글,37.538536,126.850451,965.0,강서구
2108,11500-00050,효심,37.529643,126.840748,1056.5,강서구
2109,11500-00051,버들,37.531101,126.841222,1087.2,강서구
2110,11500-00052,필마,37.531491,126.838777,1615.5,강서구
2111,11500-00053,다운,37.532101,126.844653,1290.6,강서구
2112,11500-00054,호돌이,37.528231,126.846009,811.6,강서구
2113,11500-00055,곰돌이,37.529554,126.844986,1006.9,강서구
2114,11500-00056,골말,37.533313,126.85605,977.9,강서구
2115,11500-00057,뜸부기,37.530115,126.856902,998.4,강서구
2116,11500-00058,하마터,37.530115,126.853739,1026.8,강서구
2117,11500-00059,바탕골,37.544468,126.834711,976.6,강서구
2118,11500-00060,미리내,37.547649,126.834751,967.5,강서구
2119,11500-00061,수명산,37.540958,126.834336,984.9,강서구
2120,11500-00062,대원,37.544871,126.835911,276.9,강서구
2121,11500-00063,천사,37.546917,126.833001,2395.2,강서구
2122,11500-00064,두레,37.531104,126.859414,986.1,강서구
2123,11500-00065,달빛,37.531163,126.862932,976.2,강서구
2124,11500-00066,무지개,37.533937,126.861301,976.2,강서구
2125,11710-00153,위례별(위례 근린공원7호),,127.146847,12204.7,송파구
2275,11500-00009,구암,37.567599,126.853729,29843.8,강서구
2276,11500-00010,황금내,37.561783,126.864104,22002.9,강서구
2277,11500-00011,원당,37.559782,126.842567,10096.4,강서구
2278,11500-00012,등촌,37.563683,126.841391,10051.6,강서구
2279,11500-00013,서낭당,37.558865,126.849984,10248.8,강서구
2280,11500-00014,방화,37.580907,126.81412,72132.0,강서구
2281,11500-00015,옹기골,37.573562,126.821695,9723.6,강서구
2282,11500-00016,매화,37.557535,126.852151,1980.4,강서구
2283,11500-00017,까치산,37.536938,126.843936,27658.0,강서구
2284,11500-00018,수명산,37.550967,126.829893,83807.1,강서구
2285,11500-00019,발산,37.55454,126.825837,17825.5,강서구
2286,11500-00020,서울식물원,37.569783,126.823068,503875.0,강서구
2287,11500-00021,마곡나루,37.566183,126.813091,17283.0,강서구
2288,11500-00022,마곡하늬,37.556699,126.812659,24597.0,강서구
2289,11500-00023,이수,37.548414,126.874399,1805.1,강서구
2290,11500-00024,백합,37.551163,126.869438,939.3,강서구
2291,11500-00025,아리수,37.551786,126.875286,862.5,강서구
2292,11500-00026,등서,37.559235,126.854759,879.7,강서구
2293,11500-00027,백석,37.55261,126.863328,993.6,강서구
2294,11500-00028,등마루,37.556275,126.857379,970.9,강서구
2295,11500-00029,도림,37.555871,126.862861,1033.8,강서구
2296,11500-00030,능안,37.546638,126.859908,853.9,강서구
2297,11500-00031,한마음,37.560723,126.843248,1791.8,강서구
2298,11500-00032,새나라,37.561861,126.852004,1563.4,강서구
2299,11500-00033,백합,37.559303,126.844996,1547.4,강서구
2300,11500-00034,채송화,37.562782,126.845988,1544.9,강서구
2301,11500-00035,푸르매,37.559106,126.847497,1538.3,강서구
2302,11500-00036,새벗,37.560711,126.840279,1565.8,강서구
2303,11710-00152,신천어린이교통,37.516022,127.101762,12755.5,송파구
2325,11500-00001,우장,37.55282,126.843808,359435.2,강서구
2326,11500-00002,궁산,37.574254,126.841332,135002.7,강서구
2327,11500-00003,염창,37.557007,126.869821,112070.0,강서구
2328,11500-00004,꿩고개,37.577983,126.808105,180000.0,강서구
2329,11500-00005,봉제산,37.539906,126.849751,917190.0,강서구
2330,11500-00006,개화,37.588011,126.796781,386500.0,강서구
2331,11500-00007,등마루,37.552858,126.856221,74299.0,강서구
2332,11500-00008,공암나루,37.570635,126.849087,25680.4,강서구
2380,11710-00060,모슬,37.492376,127.145466,550.0,송파구
2381,11710-00061,몽촌,37.512891,127.114841,1560.8,송파구
2382,11710-00062,무궁화,37.493062,127.127074,1500.0,송파구
2383,11710-00063,문현,37.481238,127.128143,1523.0,송파구
2384,11710-00064,반딧불,37.487938,127.124078,1489.2,송파구
2385,11710-00065,방잇골,37.513395,127.110304,1629.6,송파구
2386,11710-00066,방죽,37.500653,127.122796,1492.1,송파구
3530,11170-00001,효창공원,37.5442779444,126.9592546183,171277.0,용산구
3531,11170-00002,새나라어린이공원,37.5483190848,126.9763501,2340.0,용산구
3532,11170-00003,늘푸른어린이공원,37.5349029773,126.9565533557,2300.0,용산구
3533,11170-00004,청파어린이공원,37.55354582,126.9683175,8324.0,용산구
3534,11170-00005,동자어린이공원,37.55008973,126.9739448331,712.0,용산구
3535,11170-00006,이태원어린이공원,37.53840706,126.9890406,2858.0,용산구
3536,11170-00007,새꿈어린이공원,37.55256321,126.9744764,1828.0,용산구
3537,11170-00008,돌모루어린이공원,37.54277172,126.9685903,3447.0,용산구
3538,11170-00009,신계공원,37.5350791483,126.9662835141,15000.0,용산구
3539,11170-00010,소월길어린이공원,37.54356278,126.9892426,1630.0,용산구
3540,11170-00011,꿈나무공원,37.52079543,126.9717206,1412.0,용산구
3541,11170-00012,새싹어린이공원,37.52696094,126.954521618,480.0,용산구
3542,11170-00013,삼각지어린이공원,37.53440608,126.9753924,803.0,용산구
3543,11170-00014,응봉공원,37.54498748,127.0053039,187834.0,용산구
3544,11170-00015,동빙고공원,37.51739634,126.9839844,55740.0,용산구
3545,11170-00016,두텁바위어린이공원,37.55205433,126.9729442,2623.0,용산구
3546,11170-00017,효창어린이공원,37.54279186,126.9585527,525.0,용산구
3547,11170-00018,이촌공원,37.51876588,126.9797915,1736.0,용산구
3548,11170-00019,새푸리공원,37.5215997,126.967852,231.0,용산구
3549,11170-00020,도원어린이공원,37.53715411,126.9547839,1500.0,용산구
3550,11170-00021,강변공원,37.52133783,126.9750392,1766.0,용산구
3551,11170-00022,솔밭어린이공원,37.53722942,126.9736678,2090.0,용산구
3552,11170-00023,신창동어린이공원,37.53667041,126.9540891,257.0,용산구
3553,11170-00024,서빙고공원,37.52478246,126.9711908,11879.0,용산구
3554,11170-00025,기와터공원,37.52576931,126.9696613,2225.0,용산구
3555,11170-00026,문배어린이공원,37.53662808,126.969795,842.0,용산구
3684,11710-00148,거여6(거마재정비),37.497464,127.154635,612.0,송파구
3685,11710-00149,문정동136 소공원,37.487951,127.133264,407.5,송파구
3686,11710-00150,잠실주공5단지 소공원,37.513067,127.098124,8228.0,송파구
3687,11710-00151,송례(위례 근린공원8호),37.477529,127.141005,10024.6,송파구
3700,11710-00119,호순이,37.489845,,1560.2,송파구
3701,11710-00120,훙이,37.501139,127.1247541815,1500.0,송파구
3702,11710-00121,희망,37.485786,,1495.8,송파구
3703,11710-00122,늘푸른,37.498552,127.155809,921.0,송파구
3704,11710-00123,평화,37.516291,127.112151,1651.3,송파구
3705,11710-00124,오금지구 수변공원,37.507619,127.136866,4302.0,송파구
3706,11710-00125,능안,,127.144058,1597.8,송파구
3707,11710-00126,돌무데기놀이터,37.492024,127.157195,455.0,송파구
3708,11710-00127,풍납타이어,37.535938,127.121564,291.0,송파구
3709,11710-00128,가락1(시영아파트),37.4976145695,127.1025318041,19159.2,송파구
3710,11710-00129,문이,37.484857,127.113722,20856.2,송파구
3711,11710-00130,솔향(거마재정비),,127.154217,10042.0,송파구
3712,11710-00131,위례 근린공원1호,37.483179,127.144136,200327.0,송파구
3713,11710-00132,위례 근린공원3호,37.490844,127.139533,42448.0,송파구
3714,11710-00133,위례 근린공원12호,,127.136184,17872.0,송파구
3715,11710-00134,잠실주공5단지 근린공원,37.512706,127.095491,10741.0,송파구
3716,11710-00135,향유(거마재정비),37.494489,127.147614,10569.0,송파구
3717,11710-00136,가락1(시영아파트),37.4976145695,127.1025318041,1617.7,송파구
3718,11710-00137,문정동136 어린이공원,37.487357,127.134752,4685.0,송파구
3719,11710-00138,위례 어린이공원1호,,127.152664,1594.0,송파구
3720,11710-00139,잠실미성크로바,37.518732,,3644.0,송파구
3721,11710-00140,잠실진주,37.518792,127.108557,4470.0,송파구
3722,11710-00141,장미아파트1호,37.518333,127.099146,5470.0,송파구
3723,11710-00142,장미아파트2호,37.520392,127.103546,3288.0,송파구
3724,11710-00143,거여1(거마재정비),37.496441,,1139.7,송파구
3725,11710-00144,거여2(거마재정비),37.491039,127.156702,1501.0,송파구
3726,11710-00145,거여3(거마재정비),37.494838,127.155509,591.0,송파구
3727,11710-00146,거여4(거마재정비),37.494411,127.156222,5420.0,송파구
3728,11710-00147,거여5(거마재정비),37.491148,127.157751,7682.0,송파구
3829,11710-00115,한림,37.485466,,1504.0,송파구
3830,11710-00116,한샘,37.484765,127.124969,1688.0,송파구
3831,11710-00117,향나무,37.489698,127.144382,1512.4,송파구
3832,11710-00118,호돌이,37.487446,,1545.1,송파구
5030,11380-00001,새록어린이공원,37.625092,126.926178,956.0,은평구
5031,11380-00002,응암어린이공원,37.615323,126.919745,992.1,은평구
5158,11110-00016,후창공원,37.610258,126.964365,1920.0,종로구
5159,11110-00017,서린공원,37.569989,126.980784,1398.0,종로구
5160,11110-00018,덕수공원,37.569254,126.974735,869.2,종로구
5161,11110-00019,경희궁공원,37.57050028,126.970374,100930.0,종로구
5162,11110-00020,동묘공원,37.573162,127.018284,8450.0,종로구
5163,11110-00021,마로니에공원,37.580336,127.002513,5802.0,종로구
5164,11110-00022,삼청공원,37.587701,126.983451,372418.4,종로구
5165,11110-00023,와룡공원,37.591168,126.990122,204369.0,종로구
5166,11110-00010,연지공원,37.575758,127.000795,2827.6,종로구
5167,11110-00024,숭인공원,37.577473,127.018225,45615.0,종로구
5168,11110-00025,평창공원,37.610096,126.977439,1117.6,종로구
5169,11110-00026,흥인지문공원,37.572637,127.008919,11519.7,종로구
5170,11110-00027,수송공원,37.573998,126.981143,3567.2,종로구
5171,11110-00028,지봉골공원,37.578947,127.014468,2508.0,종로구
5172,11110-00031,인왕산공원,37.583336,126.963713,202935.99,종로구
5173,11110-00035,북한산공원,37.601976,126.980549,27656.56,종로구
5174,11110-00036,달바위공원,37.570172,126.965838,3317.8,종로구
5175,11110-00037,솔빛공원,37.569973,126.965774,1793.3,종로구
5176,11110-00038,소담공원,37.572146,126.961564,491.4,종로구
5177,11110-00039,부암튼튼공원,37.592305,126.964166,1258.0,종로구
5178,11110-00040,의주공원,37.573679,126.960267,364.0,종로구
5186,11110-00030,창신공원,37.578276,127.012931,710.0,종로구
5187,11110-00032,무악공원,37.577525,126.960547,5136.0,종로구
5188,11110-00033,창덕공원,37.578868,126.989712,491328.0,종로구
5189,11110-00034,청진공원,37.571415,126.979819,2802.0,종로구
5190,11110-00029,낙산공원,37.579546,127.010184,660.0,종로구
5191,11110-00001,참샘골공원,37.614801,126.974498,2737.0,종로구
5192,11110-00002,감나무골공원,37.612876,126.970377,2403.0,종로구
5193,11110-00003,옥인공원,37.582545,126.962407,472.1,종로구
5194,11110-00004,명륜공원,37.588055,126.998279,1149.5,종로구
5195,11110-00005,새마을공원,37.606448,126.964642,397.0,종로구
5196,11110-00006,인왕공원,37.577468,126.956975,1745.8,종로구
5197,11110-00007,원서공원,37.578234,126.988566,10004.6,종로구
5198,11110-00008,탑골공원,37.570612,126.9880601,19599.7,종로구
5199,11110-00009,연지1공원,37.574379,127.001063,474.2,종로구
5200,11110-00011,내수어울공원,37.573911,126.970542,2392.1,종로구
5201,11110-00012,내수공원,37.572497,126.971637,2192.2,종로구
5202,11110-00013,사직공원,37.576561,126.967746,168099.8,종로구
5203,11110-00014,월암공원,37.571311,126.965634,10662.0,종로구
5204,11110-00015,경학공원,37.584487,126.996902,3269.0,종로구
5354,11440-00072,노고산소공원,37.554664,126.934783,1510.0,마포구
5364,11350-00016,공릉동,37.62069727,127.0863497,11540.0,노원구
5374,11440-00060,만리재소공원,37.544549,126.95506,883.0,마포구
5375,11440-00061,단풍소공원,37.548684,126.953369,274.0,마포구
5376,11440-00062,아현새싹소공원,37.551895,126.954392,613.0,마포구
5377,11440-00063,아현초록소공원,37.554446,126.953151,1035.0,마포구
5378,11440-00064,용강나루소공원,37.541796,126.942213,1088.0,마포구
