,관리번호,공원명,위도,경도,공원면적,자치구
10416,11440-00018,창전어린이공원,37.550165,126.929106,1185.0,마포구
10417,11440-00019,와우어린이공원,37.548831246,126.925367,2924.0,마포구
10447,11680-00131,도담공원,,,4282.7,강남구
10545,11500-00108,다솔,37.554534,126.818395,2492.7,강서구
10670,11740-00023,천사공원,37.5438093465,127.1284085671,1617.2,강동구
10671,11740-00024,고분다리공원,37.5454050184,127.131821,1621.8,강동구
10672,11740-00025,동산공원,37.547119,127.129682,1646.0,강동구
10673,11740-00026,광진공원,37.542946,127.122505,1672.7,강동구
10674,11740-00027,천일골목공원,37.5405287,127.1314181,233.0,강동구
10675,11740-00028,천호삼거리공원,37.545489,127.138494,170.0,강동구
10676,11740-00029,천호큰골목공원,37.545101,127.138573,586.0,강동구
10677,11740-00030,천암공원,37.547844,127.136878,166.0,강동구
10678,11740-00031,성내공원,37.529486,127.126516,8929.0,강동구
10679,11740-00032,샛마을공원,37.550106,127.147099,11467.0,강동구
10680,11740-00033,화랑공원,37.540033,127.123192,220.0,강동구
10681,11740-00034,꿈나래공원,37.5608275,127.153742,1500.0,강동구
10682,11740-00035,곰돌이공원,37.556235,127.154997,1983.0,강동구
10683,11740-00036,한우물공원,37.561635,127.162736,1500.0,강동구
10684,11740-00037,무지개공원,37.559162,127.164191,1967.5,강동구
10685,11740-00038,말우물공원,37.560012,127.169476,1619.1,강동구
10686,11740-00039,미리내공원,37.554712,127.167908,4286.2,강동구
10692,11350-00078,새  싹,37.65101414,127.0750484,1516.9,노원구
10693,11350-00079,천  보,37.6511079247,127.0795991223,1504.1,노원구
10694,11350-00080,다람쥐,37.64906384,127.0759529,1500.1,노원구
10695,11350-00081,광  석,37.649149,127.0803044,1603.1,노원구
10696,11350-00082,꿈동산,37.646369375,127.0727769269,1491.6,노원구
10697,11350-00083,뻐꾸기,37.6434450655,127.0733372081,1540.2,노원구
10698,11350-00084,앵무새,37.63982633,127.0711668,1614.1,노원구
10699,11350-00085,이  화,37.64702497,127.0799485,1550.7,노원구
10700,11350-00086,곰돌이,37.6413372,127.075646,1477.8,노원구
10701,11350-00087,갓바위,37.65748165,127.0774348,1538.1,노원구
10702,11350-00088,국  화,37.63675261,127.076206,1495.6,노원구
10703,11350-00089,매  봉,37.6332342,127.059006,1587.0,노원구
10704,11350-00090,나팔꽃,37.62924793,127.059665,3115.3,노원구
10705,11350-00091,연  촌,37.62811819,127.0629493,1509.7,노원구
10706,11350-00092,비둘기,37.62992402,127.0689414,3382.6,노원구
10707,11350-00093,각  심,37.62916163,127.0516036,4664.4,노원구
10708,11350-00094,햇 살,37.62684097,127.0509722,2040.7,노원구
10709,11350-00095,연  지,37.62895749,127.056656,3847.1,노원구
10710,11350-00096,효  성,37.621233,127.088325,1500.0,노원구
10711,11350-00097,초  안,37.63311499,127.0519994543,1479.1,노원구
10712,11350-00098,안  골,37.63175975,127.0523395,1473.9,노원구
10713,11350-00099,새마을,37.67970639,127.0524095,1307.8,노원구
10714,11350-00100,샘  터,37.68082279,127.0542195,1500.0,노원구
10715,11350-00101,늘푸른,37.68184138,127.0569992927,1502.0,노원구
10716,11350-00102,샛  별,37.68246137,127.0567692,1500.0,노원구
10717,11350-00103,은하수,37.63067857,127.0434525,1500.2,노원구
10718,11350-00104,코스모스,37.66816113,127.0812361,1385.7,노원구
10719,11350-00105,철  쭉,37.67736783,127.0515554,995.0,노원구
10720,11350-00071,들국화,37.64282675,127.0612848,3413.6,노원구
10721,11350-00072,백  합,37.64617737,127.069659,4924.2,노원구
10722,11350-00073,해바라기,37.63463318,127.0709579,4504.0,노원구
10723,11350-00074,하  계,37.63204371,127.067951,6128.9,노원구
10724,11350-00075,중  현,37.63251336,127.065953,7123.5,노원구
10725,11350-00076,중  평,37.63753475,127.0639634,5840.5,노원구
10726,11350-00077,꿈나라,37.6558211,127.076114,1623.0,노원구
10816,11500-00120,내촌,37.570073,126.808687,1149.0,강서구
10817,11500-00121,신대부석,37.583724,126.816494,1132.0,강서구
10818,11500-00122,목련,37.564958,126.807825,251.0,강서구
10819,11500-00123,샛별,37.572699,126.809466,294.0,강서구
10823,11500-00091,꽃동네,37.570095,126.847132,1510.0,강서구
10824,11500-00092,가양,37.569758,126.844789,1500.0,강서구
10825,11500-00093,엄지,37.565769,126.854721,1511.6,강서구
10826,11500-00094,무지개,37.565086,126.851657,1500.0,강서구
10827,11500-00095,풀피리,37.563578,126.854686,1562.0,강서구
10828,11500-00096,곰돌이,37.562405,126.857527,1612.3,강서구
10829,11500-00097,비둘기,37.559504,126.862944,1622.8,강서구
10830,11500-00098,진달래,37.562509,126.860808,1500.0,강서구
10831,11500-00099,발음,37.552042,126.833204,913.6,강서구
10832,11500-00100,광명,37.546857,126.822944,1739.0,강서구
10833,11500-00101,수정,37.554331,126.827431,4000.3,강서구
10834,11500-00102,은행나무,37.551205,126.823201,1764.4,강서구
10835,11500-00103,신광명,37.555429,126.823007,8596.6,강서구
10836,11500-00104,원당,37.557413,126.842084,992.0,강서구
10837,11500-00105,가곡,37.555964,126.837765,2747.9,강서구
10838,11500-00106,꿈빛,37.556117,126.840003,1500.0,강서구
10839,11500-00107,활주로,37.554197,126.815978,2116.4,강서구
10840,11500-00110,송정,37.560635,126.811276,397.0,강서구
10841,11500-00111,쌈지,37.571198,126.815041,3973.0,강서구
10842,11500-00112,개나리,37.573113,126.812217,252.0,강서구
10843,11500-00113,긴등,37.567986,126.816214,253.0,강서구
10844,11500-00114,문성,37.564839,126.815435,254.0,강서구
10845,11500-00115,새싹,37.574806,126.812748,334.0,강서구
10846,11500-00116,도레미,37.571792,126.819136,6649.0,강서구
10847,11500-00117,들꽃,37.570583,126.821181,705.0,강서구
10848,11500-00118,봉선화,37.566522,126.806987,552.0,강서구
10849,11500-00119,민들레,37.567221,126.806731,589.0,강서구
10850,11500-00069,화곡2주구1,37.550169,126.838658,2438.3,강서구
10851,11500-00070,화곡2주구2,37.548687,126.838686,2438.2,강서구
10852,11500-00071,범바위,37.543234,126.841377,973.6,강서구
10853,11500-00072,개나리,37.548372,126.844024,285.0,강서구
10854,11500-00073,화곡3주구1,37.531816,126.846863,4504.2,강서구
10855,11500-00074,화곡3주구2,37.541419,126.839983,3466.8,강서구
10856,11500-00075,역말,37.549726,126.848944,982.1,강서구
10857,11500-00076,새말,37.552035,126.846474,969.6,강서구
10858,11500-00077,연지,37.554707,126.853537,629.1,강서구
10859,11500-00078,백연,37.550667,126.851903,1107.4,강서구
10860,11500-00079,솔뫼,37.538026,126.838591,1981.5,강서구
10861,11500-00080,월정,37.535153,126.835992,1181.5,강서구
10862,11500-00081,초롱,37.538048,126.836229,946.0,강서구
10863,11500-00082,은행,37.535784,126.840511,1123.6,강서구
10864,11500-00083,까치산,37.533399,126.841895,1163.6,강서구
10865,11500-00084,배다리,37.532081,126.848297,1630.1,강서구
10866,11500-00085,안골,37.535964,126.850746,2381.8,강서구
10867,11500-00086,대무,37.538002,126.847506,946.0,강서구
10868,11500-00087,모태,37.529462,126.849512,1003.4,강서구
10869,11500-00088,더부리,37.534837,126.846751,1263.7,강서구
10870,11500-00089,나들이,37.571854,126.844243,1500.0,강서구
10871,11500-00090,아름,37.568594,126.848864,1956.0,강서구
10916,11350-00044,샛  말,37.67626581,127.0576577,331.0,노원구
10917,11350-00045,호돌이,37.67040454,127.0527248,1500.1,노원구
10918,11350-00046,산철쭉,37.67070947,127.0557809,1500.0,노원구
10919,11350-00047,삼  들,37.67040454,127.0527248,1500.0,노원구
10920,11350-00048,개나리,37.6698575,127.0587454,1506.0,노원구
10921,11350-00049,봉숭아,37.66045227,127.0701075,1499.6,노원구
10922,11350-00050,두루미,37.66649445,127.0523458,3580.0,노원구
10923,11350-00051,참  새,37.6659528,127.054659,1500.1,노원구
10924,11350-00052,햇  빛,37.67163601,127.0802062,1631.2,노원구
10925,11350-00053,종달새,37.66826983,127.0625389,4051.0,노원구
10926,11350-00054,상록수,37.66040529,127.0703251,2130.0,노원구
10927,11350-00055,반  디,37.66165265,127.0561232,1500.0,노원구
10928,11350-00056,민들레,37.66165265,127.056156,1780.2,노원구
10929,11350-00057,달  빛,37.66461686,127.0598157,1500.0,노원구
10930,11350-00058,용  화,37.65916904,127.057173,1500.0,노원구
10931,11350-00059,온  곡,37.66067691,127.0614944,1500.1,노원구
10932,11350-00060,한아름,37.65771438,127.061696,1500.2,노원구
10933,11350-00061,채송화,37.65081562,127.0561513,1500.0,노원구
10934,11350-00062,기  린,37.65081562,127.0561513,1500.1,노원구
10935,11350-00063,엄  지,37.65298864,127.0635596,1500.1,노원구
10936,11350-00064,소  망,37.65470266,127.0661902,1500.0,노원구
10937,11350-00065,까  치,37.64825944,127.0582117,1500.2,노원구
10938,11350-00066,감나무,37.64825944,127.0582117,1500.3,노원구
10939,11350-00067,신기루,37.6489457466,127.0623791576,1500.1,노원구
10940,11350-00068,물보라,37.65052144,127.0673514,1500.1,노원구
10941,11350-00069,선  녀,37.64630934,127.058958,1500.2,노원구
10942,11350-00070,사  랑,37.64771073,127.0600197,2540.3,노원구
10943,11350-00017,가재울,37.64933229,127.067101,10483.9,노원구
10944,11350-00018,초안산 <시공원>,37.64354863,127.0514595,950643.0,노원구
10945,11350-00019,한글비,37.64451398,127.0729253,13614.5,노원구
10946,11350-00020,비석골,37.63120563,127.0502954,10022.0,노원구
10947,11350-00021,벽  운,37.68028441,127.0571666,13142.9,노원구
10948,11350-00022,달맞이,37.64560824,127.0627148,8838.9,노원구
10949,11350-00023,솔  밭,37.62307724,127.0893655,11459.1,노원구
10950,11350-00024,한  내,37.62358838,127.0687815,20300.0,노원구
10951,11350-00025,장암지구,37.68621485,127.0528721,8075.0,노원구
10952,11350-00026,영축산              <시공원>,37.628348,127.0575391,260500.0,노원구
10953,11350-00027,돌곶이,37.61992005,127.0613566,954.0,노원구
10954,11350-00028,벼  루,37.6192413,127.0565444,327.0,노원구
10955,11350-00029,소곶네,37.62101562,127.0614029,814.0,노원구
10956,11350-00030,연천내,37.62238165,127.061115,152.0,노원구
10957,11350-00031,월  계,37.62070966,127.0606867,858.0,노원구
10958,11350-00032,새나라,37.62204709,127.0727764,992.1,노원구
10959,11350-00033,해오라기,37.62562006,127.0761783,959.7,노원구
10960,11350-00034,옹달샘,37.62076239,127.080912,341.0,노원구
10961,11350-00035,나  래,37.62672266,127.0707238,996.7,노원구
10962,11350-00036,씨  알,37.627948,127.0736069,991.3,노원구
10963,11350-00037,개  미,37.62069588,127.0779947,973.5,노원구
10964,11350-00038,별  빛,37.619274,127.0725563,132.5,노원구
10965,11350-00039,공  작,37.63626045,127.0737465,255.0,노원구
10966,11350-00040,목  련,37.636208,127.074429,112.0,노원구
10967,11350-00041,전주동,37.6596536,127.0737198,288.0,노원구
10968,11350-00042,당  현,37.66009258,127.074849,274.0,노원구
10969,11350-00043,무궁화,37.66547665,127.0692327,561.0,노원구
10971,11710-00003,개롱,37.493407,127.130026,21544.4,송파구
10972,11710-00004,거여,37.497007,127.140981,16185.1,송파구
11038,11200-00033,동부,37.54498994,127.0474356,251.0,성동구
11039,11200-00034,청송,37.54548954,127.0584887,798.7,성동구
11040,11200-00035,향림,37.54677141,127.0533154,987.8,성동구
11041,11200-00036,장미,37.5522684,127.0689677,485.4,성동구
11042,11200-00037,금옥,37.55344443,127.0211798,1230.0,성동구
11043,11200-00038,금남,37.54929072,127.0217784,834.0,성동구
11044,11200-00039,옥정,37.5458337,127.0153489,711.76,성동구
11045,11200-00040,매봉,37.54528941,127.0121475,2006.7,성동구
11046,11200-00041,왕십리 KCC스위첸,37.56067856,127.0256129,1514.1,성동구
11047,11200-00042,뉴타운2구역,37.56909044,127.0258323,2517.0,성동구
11048,11200-00043,뉴타운1구역,37.56898115,127.0260049,2452.4,성동구
11049,11200-00028,청계꿈나무,37.56781934,127.0278905,1705.0,성동구
11050,11200-00027,푸른,37.54710995,127.0235968,1681.8,성동구
11051,11200-00044,견우,37.56639103,127.0249018,1500.0,성동구
11052,11200-00045,직녀,37.5667467,127.0278177,1500.0,성동구
11053,11200-00046,트리마제,37.53923821,127.0444788,2762.8,성동구
11054,11200-00047,하왕1-5구역,37.55946239,127.0247665,1451.1,성동구
11055,11200-00048,행당4구역,37.5555693,127.0320798,1235.0,성동구
11056,11710-00001,가락,37.498469,127.125124,27648.2,송파구
11057,11710-00002,개나리,37.507553,127.094089,6669.1,송파구
11069,11200-00017,서마장,37.5716811,127.0373468,350.3,성동구
11070,11200-00018,송정,37.5552453,127.0704912,236.4,성동구
11071,11200-00019,미소,37.5600303,127.023383,3411.0,성동구
11072,11200-00020,응삼,37.55465746,127.035106,1646.7,성동구
11073,11200-00021,상원,37.54746321,127.0473523,2636.0,성동구
11074,11200-00022,보람,37.56613727,127.0387561,823.3,성동구
11075,11200-00023,무지개,37.54183407,127.0530064,2143.0,성동구
11076,11200-00032,도장골,37.55475417,127.0270878,678.3,성동구
11077,11200-00024,도선,37.56550468,127.031418,2332.5,성동구
11078,11200-00025,살구골,37.55573009,127.0335764,1573.9,성동구
11079,11200-00026,금동,37.54967964,127.0255865,2591.0,성동구
11080,11200-00029,논골새싹,37.55701613,127.0250458,2837.1,성동구
11081,11200-00030,꽃재,37.56742414,127.0283644,2810.0,성동구
11082,11200-00031,전관원,37.55423246,127.0399269,4760.0,성동구
11180,11200-00001,응봉,37.55240898,127.0168169,417284.88,성동구
11181,11200-00002,달맞이,37.5431911,127.0209563,63411.43,성동구
11182,11200-00003,무학봉,37.56245341,127.0261455,28843.0,성동구
11183,11200-00004,금호,37.54967863,127.018989,13467.8,성동구
11184,11200-00005,용답휴식,37.56977172,127.0478008,6046.9,성동구
11185,11200-00006,성수,37.54487533,127.0521316,5197.7,성동구
11186,11200-00007,성원,37.55011556,127.0500021,982.5,성동구
11187,11200-00008,동마장,37.56622804,127.0456969,1090.9,성동구
11188,11200-00009,응봉새말,37.551699,127.035857,311.0,성동구
11189,11200-00010,사근,37.563417,127.047606,496.0,성동구
11190,11200-00011,마장,37.56213371,127.0413516,911.0,성동구
11191,11200-00012,성삼,37.54205593,127.0600843,1812.2,성동구
11193,11200-00013,은행나무터,37.54371238,127.0536131,675.4,성동구
11194,11200-00014,아남,37.54699097,127.0647052,984.1,성동구
11195,11200-00015,열림,37.53962218,127.056782,198.0,성동구
11196,11200-00016,응봉개나리,37.54850228,127.0319544,462.0,성동구
11348,11680-00127,대치청실아파트 소공원1,37.494298,,3845.0,강남구
11414,11680-00128,대치청실아파트 소공원2,37.495443,127.061029,610.0,강남구
11461,11440-00049,목련어린이공원,37.587419,126.880169,1501.0,마포구
11462,11440-00050,산수유어린이공원,37.585402,126.879329,2011.0,마포구
11463,11440-00051,산딸나무어린이공원,37.583562,126.877805,1499.0,마포구
11464,11440-00052,애오개도담어린이공원,37.552936,126.960269,3212.0,마포구
11516,11440-00046,부엉바위어린이공원,37.575369,126.892436,1511.0,마포구
11517,11440-00047,물치어린이공원,37.577609,126.887896,1522.0,마포구
11518,11440-00048,귀리어린이공원,37.581414,126.880724,1504.0,마포구
11580,11680-00134,대치에스케이뷰2 소공원,,,481.0,강남구
11584,11500-00125,은하수,37.570621,126.806422,3825.8,강서구
11585,11500-00126,능말,37.577955,126.810583,1520.7,강서구
11586,11500-00127,메아리,37.578615,126.814415,1511.6,강서구
11587,11500-00128,느티,37.579358,126.810313,1512.9,강서구
11588,11500-00129,돌샘,37.576054,126.818793,1500.3,강서구
11589,11500-00130,꿈나무,37.575238,126.818941,1500.2,강서구
11590,11500-00131,개화,37.580248,126.812534,1512.2,강서구
11591,11500-00132,긴등마을,37.563075,126.818681,1645.3,강서구
11592,11500-00133,꿈자람,37.564793,126.819154,2014.0,강서구
11593,11500-00134,다솜,37.563003,126.818161,511.0,강서구
11594,11500-00135,풀잎,37.556989,126.817017,1945.0,강서구
11595,11500-00136,푸르미,37.570311,126.825543,1494.0,강서구
11596,11500-00137,예솔,37.563515,126.822741,864.0,강서구
11597,11500-00138,솔,37.555856,126.825767,2000.0,강서구
11598,11500-00139,햇빛,37.555822,126.826886,2066.0,강서구
11878,11710-00088,솔바람,37.478959,127.129415,1500.0,송파구
11899,11710-00075,비석거리,37.494525,127.117497,1624.5,송파구
11900,11710-00076,뽕밭,37.507773,127.081067,1125.6,송파구
11901,11710-00077,삼밭,37.499464,127.092841,1646.1,송파구
11902,11710-00078,삼밭나루,37.505115,127.091718,1434.1,송파구
11903,11710-00079,삼전,37.501768,127.090203,1644.7,송파구
11904,11710-00080,삼학사,37.506232,127.095323,1648.0,송파구
11905,11710-00081,새마을,37.508222,127.086579,1667.3,송파구
11906,11710-00082,새말,37.494731,127.125727,1498.1,송파구
11907,11710-00083,새싹,37.504924,127.112862,1806.4,송파구
11908,11710-00084,샛별,37.497957,127.121754,1500.0,송파구
11909,11710-00085,샛팽이,37.496755,127.1339104,1500.7,송파구
11910,11710-00086,석촌,37.505901,127.099748,1638.4,송파구
11911,11710-00087,섬굴,37.496925,127.149266,368.0,송파구
11912,11710-00089,솔밭,37.509068,127.123519,1500.1,송파구
11980,11710-00059,동호수,37.50991906,127.107099619,1469.7,송파구
12068,11260-00036,봉  황,37.59502,127.0848,1014.0,중랑구
12069,11260-00037,상  봉,37.59309,127.0825,1058.0,중랑구
12070,11260-00038,상  리,37.5919,127.0739,1005.0,중랑구
12071,11260-00039,봉  화,37.59811,127.0774,825.0,중랑구
12072,11260-00040,중화리,37.59811,127.0774,942.0,중랑구
12073,11260-00041,초  롱,37.5957,127.0728,1433.0,중랑구
12074,11260-00042,배  꽃,37.60415,127.075,1396.0,중랑구
12075,11260-00043,세  화,37.59918,127.0738,1148.0,중랑구
12076,11260-00044,본  동,37.6011,127.0858,248.0,중랑구
12077,11260-00045,소  망,37.61109,127.0749,1225.0,중랑구
12078,11260-00046,먹  골,37.61143,127.0791,1006.0,중랑구
12079,11260-00047,등나무,37.5977,127.0966,988.0,중랑구
12080,11260-00048,갓바위,37.59903,127.1033,996.0,중랑구
12229,11710-00058,돌무데기,37.492001,127.155103,97.6,송파구
12230,11260-00025,열  매,37.58865,127.081,1193.0,중랑구
12231,11260-00026,사  랑,37.58564,127.0819,1010.0,중랑구
12232,11260-00027,남  촌,37.58564,127.0913,1011.0,중랑구
12233,11260-00028,햇  살,37.58989,127.0832,867.0,중랑구
12234,11260-00029,까  치,37.5835,127.0872,3232.0,중랑구
12235,11260-00030,샘  터,37.57303,127.0833,1592.0,중랑구
12236,11260-00031,송  계,37.5845,127.0779,1020.0,중랑구
12237,11260-00032,소  파,37.58928,127.0957,1016.0,중랑구
12238,11260-00033,섬  들,37.59145,127.0925,1005.0,중랑구
12239,11260-00034,한  신,37.58813,127.0769,995.0,중랑구
12240,11260-00035,이  화,37.58699,127.1003,215.0,중랑구
12259,11260-00005,능산공원,37.61163479,127.0974178,12372.0,중랑구
12260,11260-00006,구릉공원,37.61033,127.0961,19651.0,중랑구
12261,11260-00007,능말공원,37.61535601,127.1070691,13101.0,중랑구
12262,11260-00008,배말공원,37.61401402,127.1123054,13902.0,중랑구
12263,11260-00009,원  묵,37.61671,127.0848,1501.0,중랑구
12264,11260-00010,서  당,37.61703,127.0881,2000.0,중랑구
12265,11260-00011,은하수,37.61562,127.0912,2000.0,중랑구
12266,11260-00012,꽃동산,37.59121,127.0991,1004.0,중랑구
12267,11260-00013,달동산,37.59217,127.0952,985.0,중랑구
12268,11260-00014,샛  별,37.59336,127.1008,950.0,중랑구
12269,11260-00015,햇  님,37.59357,127.0953,593.0,중랑구
12270,11260-00016,안  골,37.60449,127.0978,184.0,중랑구
12271,11260-00017,한아름,37.61324,127.0941,2006.0,중랑구
12272,11260-00018,꽃피울,37.60835,127.099845,1500.0,중랑구
12273,11260-00019,신  현,37.60343,127.0897,1492.0,중랑구
12274,11260-00020,망우동,37.60126,127.1065,2909.0,중랑구
12275,11260-00021,면  목,37.5895,127.0859,993.0,중랑구
12276,11260-00022,양  지,37.5903,127.0891,980.0,중랑구
12277,11260-00023,겸  재,37.58794,127.0932,976.0,중랑구
12278,11260-00024,오거리,37.57707,127.0844,1357.0,중랑구
12502,11710-00044,개나리,37.482425,127.1283131,1312.2,송파구
12503,11710-00045,개미,37.4921999047,127.146735,1500.4,송파구
12504,11710-00046,거북이,37.501648,127.119522,1594.0,송파구
12505,11710-00047,거여,37.492626,127.142797,756.6,송파구
12506,11710-00048,곰말,37.51190919,127.1177088,1707.2,송파구
12507,11710-00049,굴렁쇠,37.490223,127.112375,1596.1,송파구
12508,11710-00050,꿈나무,37.503194,127.141109,1496.3,송파구
12509,11710-00051,나루터,37.501606,127.086687,1472.9,송파구
12510,11710-00052,남천,37.501303,127.152676,282.9,송파구
12511,11710-00053,늘봄,37.487571,127.133988,3004.4,송파구
12512,11710-00054,능골,37.493129,127.133207,1484.7,송파구
12513,11710-00055,대건,37.497024,127.132107,1500.0,송파구
12514,11710-00056,도담,37.499584,127.159557,4138.0,송파구
12515,11710-00057,돌마리,37.5006205,127.103249,1715.6,송파구
12516,11710-00016,방이,37.5143531793,127.1136443497,6930.1,송파구
12517,11710-00017,백토,37.50811694,127.132113,10024.1,송파구
12518,11710-00018,부리,,127.087117,12898.9,송파구
12519,11710-00019,뽕나무,37.513893,127.081956,11704.9,송파구
12520,11710-00020,삼전,37.50179286,127.0933328,6607.6,송파구
12521,11710-00021,새내,,127.104153,2550.0,송파구
12522,11710-00022,소리,37.48259805,127.1208964,36638.3,송파구
12523,11710-00023,송이,,127.118895,11193.9,송파구
12524,11710-00024,송파,37.50633354,127.110451,6621.2,송파구
12525,11710-00025,송파나루,37.5121041629,127.1077049278,285757.6,송파구
12526,11710-00026,숯내,37.48970385,127.111231,10206.5,송파구
12527,11710-00027,아시아,37.51068203,127.0759347,66027.8,송파구
12528,11710-00028,연화,37.48549791,127.1290239,14318.2,송파구
12529,11710-00029,오금,37.499994,127.134853,219167.4,송파구
12530,11710-00030,온조마루,37.519872,127.110152,6734.2,송파구
12531,11710-00031,웃말,37.5016767063,127.123153,11098.2,송파구
12532,11710-00032,잠실,37.50621827,127.084165,6613.3,송파구
12533,11710-00033,장수,37.480889,127.1304766,9949.0,송파구
12534,11710-00034,장지,37.484721,127.134551,133122.1,송파구
12535,11710-00035,천마,37.500386,127.158815,182420.0,송파구
12536,11710-00036,태양,37.525399,127.115349,6611.6,송파구
12537,11710-00037,풍납,37.538571,127.121876,23746.0,송파구
12538,11710-00038,하늘가람,37.519327,127.106665,6612.0,송파구
12539,11710-00039,한양,37.503994,127.115461,4842.4,송파구
12540,11710-00040,한우물,37.479138,127.124506,11385.8,송파구
12541,11710-00041,훼밀리,37.490675,127.113846,10528.6,송파구
12542,11710-00042,오금지구 근린공원,37.505504,127.140584,11488.0,송파구
12543,11710-00043,가야금,37.508629,127.129299,1500.0,송파구
12544,11170-00033,이촌한우리공원,37.51713728,126.9811033,4325.0,용산구
12545,11170-00034,해님공원,37.53914485,126.9701225,1255.0,용산구
12546,11170-00035,달님공원,37.53842848,126.9696005,1195.0,용산구
12547,11170-00036,별님공원,37.538164971,126.9692013232,1137.0,용산구
12548,11170-00037,이태원마을숲,37.54138447,126.9916144,867.0,용산구
12549,11170-00038,독서당공원,37.53446933,127.0124813,469.0,용산구
12550,11170-00039,한남공원,37.53723823,127.0138818,432.0,용산구
12551,11170-00040,이태원어린이놀이터,37.53568455,126.9899372,278.0,용산구
12552,11170-00041,한강대로공원,37.52410325,126.9635751,466.0,용산구
12553,11170-00042,이태원부군당,37.5358007154,126.9897547,2020.0,용산구
12554,11170-00043,신용산가로공원,37.5311035,126.9641411,2410.0,용산구
12555,11170-00044,한강로가로공원,37.524518,126.9619794,1076.3,용산구
12587,11170-00027,서계가로어린이공원,37.5512847,126.9642518,183.0,용산구
12588,11170-00028,후암어린이공원,37.54720969,126.9837162,182.0,용산구
12589,11170-00029,비상공원,37.52234239,126.971394,889.0,용산구
12590,11170-00030,청탑공원,37.5178079,126.9773724,546.0,용산구
12591,11170-00031,사촌공원,37.52062627,126.9709198,1500.0,용산구
12592,11170-00032,강변복지공원,37.52111412,126.9659015,377.0,용산구
12765,11710-00011,두댐이,37.490102,,24015.9,송파구
12766,11710-00012,마천,37.50128584,127.1456483,10962.5,송파구
12767,11710-00013,매미,37.509512,127.088858,8012.3,송파구
12768,11710-00014,목련,37.499035,127.138842,8127.4,송파구
12769,11710-00015,문정,37.486486,127.128916,49972.0,송파구
12900,11710-00074,비둘기,37.512742,127.123352,1500.2,송파구
13036,11710-00073,부렴,37.505621,127.079254,1659.8,송파구
13078,11305-00027,오얏골,37.633912,127.034511,5070.7,강북구
13079,11305-00028,벌 리,37.627774,127.044421,4083.5,강북구
13080,11305-00029,벌 말,37.629802,127.039829,4641.3,강북구
13122,11545-00051,박미사랑,37.437907,126.904519,2162.6,금천구
13143,11545-00022,목화,37.477455,126.907262,985.8,금천구
13144,11545-00021,꿈나무,37.46351982,126.9049179,567.0,금천구
13145,11545-00020,정훈,37.46567731,126.9063221,1094.0,금천구
13146,11545-00019,무궁화,37.464377,126.904391,1336.0,금천구
13161,11545-00003,금천체육공원,37.468233,126.908522,18083.0,금천구
13162,11545-00002,산기슭공원,37.4636403141,126.9076165266,8412.0,금천구
13163,11545-00001,감로천생태공원,37.46964774,126.9079262,15000.0,금천구
13164,11545-00027,한사랑,37.467716,126.904573,585.9,금천구
13165,11545-00026,반수,37.4740151,126.902233,990.6,금천구
13166,11545-00025,구룡,37.477891,126.902278,934.9,금천구
13167,11545-00024,남문,37.472321,126.900396,883.6,금천구
13168,11545-00023,동산,37.4729200647,126.9059645,1017.2,금천구
13169,11710-00067,배미골,37.490834,127.147076,1500.1,송파구
13170,11710-00068,배밭,37.501549,127.115347,1475.8,송파구
13171,11710-00069,버들,37.478761,127.133147,1886.0,송파구
13172,11710-00070,벌말,37.501638,127.140281,1502.1,송파구
13173,11710-00071,복숭아,37.506812,127.131379,1500.3,송파구
13174,11710-00072,봉우리,37.496495,127.119238,1495.2,송파구
13340,11350-00162,우이천가로공원,37.6257112,127.0470189,8098.0,노원구
13341,11350-00163,월계2동쌈지(신화연립),37.6324586,127.0427149,164.0,노원구
13342,11350-00164,월계2동쌈지(신우빌라),37.62906674,127.045758,561.0,노원구
13343,11350-00165,중계본동 보호수 근처,37.6464965,127.080867,105.0,노원구
13344,11350-00166,원암유치원,37.649804,127.084306,380.0,노원구
13345,11350-00167,상계5동 쌈지마당,37.66202076,127.0687716,137.0,노원구
13346,11350-00168,상계5동 간촌마을 가로공원,37.6661168,127.0658531,1298.2,노원구
13347,11350-00169,힐링숲,37.6613963,127.0653931,862.0,노원구
13354,11350-00156,상계초,37.6591731,127.0638398,39.0,노원구
13367,11350-00134,양지마을마당,37.6504711,127.0687971,563.7,노원구
13368,11350-00135,공릉3동소공원,37.62766396,127.0696055,3000.0,노원구
13369,11350-00136,주민소통공간,37.6628034,127.0713293,198.0,노원구
13370,11350-00137,성북역,37.6231539,127.0591889,4216.0,노원구
13371,11350-00138,샘말공원,37.6237113,127.0730272,937.4,노원구
13372,11350-00139,산성미소지움 앞,37.62128685,127.083378,113.0,노원구
13373,11350-00140,우남아파트 앞,37.61555238,127.0673697,43.0,노원구
13374,11350-00141,석계역 굴다리,37.614357,127.063579,413.0,노원구
13375,11350-00142,월계 현대아파트앞,37.61722367,127.0625369,108.0,노원구
13376,11350-00143,월계 롯데캐슬 옆,37.6267847,127.0473737,764.0,노원구
13377,11350-00144,불암초,37.65078343,127.0806007,412.0,노원구
13378,11350-00145,불암소공원,37.6583522,127.070025,1198.0,노원구
13379,11350-00146,노원골 만남의광장,37.6746143,127.0594044,800.0,노원구
13380,11350-00147,천상병공원,37.6743328,127.0570198,197.0,노원구
