지역,연령별,성별,주관적 건강수준,걷기 실천,격렬한 신체활동 실천,긍정적 태도율(자연환경),주관적 스트레스 수준,우울감 경험률,중등도 신체활동 실천,체중조절 경험 여부,행복감 지수
송파구,45~64,여,46.2,66.3,14.1,79.7,24.5,9.8,11.5,70.7,6.9
송파구,65~74,계,23.9,69.3,15.9,87.4,12.5,5.7,17.0,58.0,7.16
송파구,65~74,남,34.1,72.7,25.0,84.1,9.1,0.0,22.7,54.5,7.11
송파구,65~74,여,13.6,65.9,6.8,90.7,15.9,11.4,11.4,61.4,7.2
송파구,75 이상,계,26.1,54.3,8.7,84.8,15.2,10.9,8.7,47.8,6.13
송파구,75 이상,남,26.7,60.0,20.0,73.3,6.7,0.0,0.0,33.3,6.87
송파구,75 이상,여,25.8,51.6,3.2,90.3,19.4,16.1,12.9,54.8,5.77
성동구,계,계,43.8,56.8,15.7,65.1,27.5,4.0,10.0,67.0,7.02
성동구,계,남,52.5,60.3,16.5,67.9,23.6,2.8,9.2,61.9,7.13
성동구,계,여,35.9,53.6,15.1,62.7,30.9,5.2,10.7,71.5,6.92
성동구,19~44,계,56.5,58.6,19.6,61.7,32.0,3.5,7.0,76.9,7.29
성동구,19~44,남,64.0,63.1,20.6,65.9,28.0,2.3,7.0,72.0,7.37
성동구,19~44,여,49.1,54.2,18.7,57.5,36.0,4.7,7.0,81.8,7.22
성동구,45~64,계,37.2,52.8,14.9,63.9,26.4,5.6,12.8,66.7,6.88
성동구,45~64,남,46.1,50.8,13.3,67.2,24.2,4.7,10.2,59.4,6.89
성동구,45~64,여,30.0,54.4,16.2,61.3,28.1,6.2,15.0,72.5,6.87
성동구,65~74,계,23.5,58.8,10.3,74.1,20.6,2.9,9.6,52.2,6.64
성동구,65~74,남,30.9,70.9,12.7,72.7,12.7,0.0,5.5,47.3,6.87
성동구,65~74,여,18.5,50.6,8.6,75.0,25.9,4.9,12.3,55.6,6.47
성동구,75 이상,계,31.9,58.0,5.8,73.9,17.4,2.9,17.4,36.2,6.62
성동구,75 이상,남,41.0,61.5,10.3,74.4,12.8,2.6,23.1,35.9,6.92
성동구,75 이상,여,20.0,53.3,0.0,73.3,23.3,3.3,10.0,36.7,6.23
서초구,계,계,48.4,55.1,18.2,77.5,31.6,9.2,11.0,70.7,7.17
서초구,계,남,55.4,58.7,23.6,81.2,36.2,6.2,13.6,60.8,7.19
서초구,계,여,43.2,52.5,14.2,74.7,28.3,11.5,9.1,77.9,7.15
서초구,19~44,계,55.6,54.4,18.5,75.9,36.7,7.7,7.8,75.9,7.18
서초구,19~44,남,59.8,61.5,24.6,82.6,40.8,5.6,8.9,65.9,7.17
서초구,19~44,여,52.7,49.6,14.2,71.2,33.8,9.2,6.9,82.7,7.18
서초구,45~64,계,44.4,54.4,18.3,75.0,31.2,11.5,10.0,69.9,7.11
서초구,45~64,남,56.2,51.4,24.0,76.7,40.4,8.2,12.3,58.2,7.1
서초구,45~64,여,36.0,56.7,14.3,73.8,24.6,13.8,8.4,78.3,7.11
서초구,65~74,계,35.8,60.0,16.8,88.4,15.8,6.3,26.3,61.1,7.27
서초구,65~74,남,43.8,64.6,16.7,85.4,12.5,2.1,29.2,54.2,7.29
서초구,65~74,여,27.7,55.3,17.0,91.5,19.1,10.6,23.4,68.1,7.26
서초구,75 이상,계,32.4,56.8,16.2,91.9,16.2,13.5,18.9,40.5,7.3
서초구,75 이상,남,35.3,76.5,29.4,94.1,17.6,5.9,29.4,47.1,7.76
서초구,75 이상,여,30.0,40.0,5.0,90.0,15.0,20.0,10.0,35.0,6.9
동대문구,계,계,42.7,66.4,15.2,67.7,27.7,7.4,10.6,70.1,6.68
동대문구,계,남,48.1,67.1,17.3,66.8,26.3,5.9,10.4,62.6,6.68
동대문구,계,여,38.0,65.8,13.5,68.4,29.0,8.7,10.7,76.5,6.69
동대문구,19~44,계,56.9,67.3,16.9,61.6,33.5,7.0,10.6,76.1,6.92
동대문구,19~44,남,60.4,69.0,16.6,65.4,35.3,6.4,9.1,66.3,6.83
동대문구,19~44,여,53.5,65.7,17.2,58.0,31.8,7.6,12.1,85.4,7.01
동대문구,45~64,계,33.9,66.7,15.6,67.3,27.8,7.0,11.3,76.1,6.58
동대문구,45~64,남,36.4,63.6,19.5,63.4,24.0,3.9,12.3,63.0,6.48
동대문구,45~64,여,31.8,69.4,12.1,70.8,31.2,9.8,10.4,87.9,6.66
동대문구,65~74,계,33.3,69.6,14.8,78.4,20.7,8.9,11.1,54.1,6.55
동대문구,65~74,남,42.9,67.9,16.1,73.2,8.9,8.9,8.9,53.6,6.71
동대문구,65~74,여,26.6,70.9,13.9,82.1,29.1,8.9,12.7,54.4,6.43
동대문구,75 이상,계,23.6,54.2,5.6,81.7,9.7,8.3,5.6,40.3,6.14
동대문구,75 이상,남,40.0,72.0,12.0,84.0,12.0,8.0,12.0,52.0,6.68
동대문구,75 이상,여,14.9,44.7,2.1,80.4,8.5,8.5,2.1,34.0,5.85
광진구,계,계,46.1,62.0,20.2,68.0,31.1,11.9,9.8,67.5,6.91
광진구,계,남,53.1,62.2,27.3,68.6,31.6,8.2,12.0,58.4,6.95
광진구,계,여,41.0,61.9,15.0,67.5,30.7,14.6,8.2,74.2,6.88
광진구,19~44,계,51.6,69.0,21.8,62.4,40.4,12.7,8.8,76.7,6.97
광진구,19~44,남,59.0,69.0,30.5,65.8,40.0,10.5,11.0,69.5,6.99
광진구,19~44,여,45.9,69.0,14.9,59.8,40.8,14.5,7.1,82.4,6.95
광진구,45~64,계,44.0,55.1,20.5,73.3,26.2,11.4,13.0,63.0,6.86
광진구,45~64,남,47.8,54.4,25.0,73.3,27.9,5.9,16.2,47.8,6.91
광진구,45~64,여,41.3,55.6,17.3,73.3,25.0,15.3,10.7,73.5,6.83
광진구,65~74,계,32.9,56.1,19.5,70.0,15.9,11.0,2.4,51.2,6.82
광진구,65~74,남,47.1,55.9,29.4,69.7,17.6,5.9,2.9,47.1,6.79
광진구,65~74,여,22.9,56.2,12.5,70.2,14.6,14.6,2.1,54.2,6.83
광진구,75 이상,계,32.0,54.0,6.0,79.6,4.0,8.0,10.0,40.0,6.82
광진구,75 이상,남,40.9,59.1,9.1,63.6,0.0,4.5,9.1,40.9,7.09
광진구,75 이상,여,25.0,50.0,3.6,92.6,7.1,10.7,10.7,39.3,6.61
강동구,계,계,46.2,55.9,21.0,80.1,27.5,8.9,12.5,71.1,6.81
강동구,계,남,53.1,60.1,24.8,83.3,29.1,7.5,11.3,67.1,6.79
강동구,계,여,40.6,52.5,17.9,77.4,26.2,10.1,13.5,74.4,6.82
강동구,19~44,계,55.1,58.8,23.1,79.5,29.6,8.8,11.1,76.9,6.92
강동구,19~44,남,57.4,62.9,26.2,84.1,32.2,7.9,9.4,75.2,6.9
강동구,19~44,여,53.0,55.2,20.4,75.4,27.4,9.6,12.6,78.3,6.93
강동구,45~64,계,41.7,53.9,20.7,77.6,27.9,9.4,13.3,68.5,6.74
강동구,45~64,남,51.6,58.8,25.5,78.9,28.8,7.2,12.4,57.5,6.66
강동구,45~64,여,34.4,50.2,17.2,76.6,27.3,11.0,13.9,76.6,6.8
강동구,65~74,계,31.1,51.1,17.8,86.7,20.0,8.9,16.7,66.7,6.7
강동구,65~74,남,43.5,50.0,19.6,89.1,17.4,6.5,13.0,65.2,6.87
강동구,65~74,여,18.2,52.3,15.9,84.1,22.7,11.4,20.5,68.2,6.52
강동구,75 이상,계,22.9,54.3,5.7,97.1,17.1,5.7,11.4,37.1,6.31
강동구,75 이상,남,40.0,66.7,13.3,100.0,26.7,6.7,20.0,60.0,6.43
강동구,75 이상,여,10.0,45.0,0.0,95.0,10.0,5.0,5.0,20.0,6.22
강남구,계,계,47.2,56.3,15.8,67.4,36.2,9.0,8.0,68.8,7.13
강남구,계,남,53.2,57.0,20.9,71.2,37.7,5.6,8.9,63.1,7.17
강남구,계,여,42.7,55.7,12.0,64.6,35.1,11.6,7.4,73.1,7.1
강남구,19~44,계,52.9,52.3,18.1,62.7,43.6,8.1,7.5,74.2,6.98
강남구,19~44,남,57.6,48.5,23.2,66.7,47.0,3.0,7.6,71.2,6.98
강남구,19~44,여,49.2,55.3,14.1,59.6,41.0,12.1,7.4,76.6,6.98
강남구,45~64,계,43.9,58.2,16.7,71.2,33.6,9.7,8.2,69.1,7.29
강남구,45~64,남,49.2,61.4,23.5,74.2,33.3,7.6,9.8,59.8,7.42
강남구,45~64,여,40.4,56.1,12.1,69.2,33.8,11.1,7.1,75.3,7.2
강남구,65~74,계,39.8,75.0,3.4,71.6,18.2,9.1,11.4,56.8,7.44
강남구,65~74,남,53.7,80.5,7.3,80.5,17.1,7.3,9.8,43.9,7.41
강남구,65~74,여,27.7,70.2,0.0,63.8,19.1,10.6,12.8,68.1,7.47
강남구,75 이상,계,29.2,45.8,10.4,78.7,16.7,12.5,6.2,37.5,6.83
강남구,75 이상,남,36.4,63.6,9.1,77.3,18.2,13.6,13.6,45.5,6.77
강남구,75 이상,여,23.1,30.8,11.5,80.0,15.4,11.5,0.0,30.8,6.88
