지역,연령별,성별,주관적 건강수준,걷기 실천,격렬한 신체활동 실천,긍정적 태도율(자연환경),주관적 스트레스 수준,우울감 경험률,중등도 신체활동 실천,체중조절 경험 여부,행복감 지수
양천구,계,여,38.9,57.5,13.4,72.5,26.9,6.8,6.4,72.9,6.95
양천구,19~44,계,54.4,67.1,18.4,65.3,35.8,5.1,6.0,68.3,6.86
양천구,19~44,남,59.8,72.0,19.5,64.0,33.7,4.3,6.1,61.6,6.83
양천구,19~44,여,49.7,63.0,17.5,66.5,37.6,5.8,5.8,74.1,6.89
양천구,45~64,계,39.9,55.8,17.4,76.0,25.6,4.9,12.0,72.1,7.02
양천구,45~64,남,41.8,54.7,23.5,76.6,32.4,3.6,15.9,61.8,6.99
양천구,45~64,여,38.5,56.6,12.7,75.6,20.4,5.9,9.0,80.1,7.05
양천구,65~74,계,27.1,56.8,10.2,69.8,21.2,9.3,7.6,58.5,6.79
양천구,65~74,남,37.5,62.5,12.5,69.1,17.9,5.4,14.3,55.4,6.85
양천구,65~74,여,17.7,51.6,8.1,70.5,24.2,12.9,1.6,61.3,6.74
양천구,75 이상,계,19.3,49.1,5.3,80.7,14.3,5.4,7.0,33.3,6.68
양천구,75 이상,남,21.4,57.1,7.1,67.9,14.8,3.6,14.3,32.1,6.26
양천구,75 이상,여,17.2,41.4,3.4,93.1,13.8,7.1,0.0,34.5,7.07
마포구,계,계,38.0,69.5,13.4,60.3,24.1,7.3,8.2,64.1,6.96
마포구,계,남,43.6,75.2,18.3,60.4,21.1,4.5,9.0,56.9,7.01
마포구,계,여,33.6,65.1,9.7,60.3,26.5,9.5,7.6,69.7,6.92
마포구,19~44,계,48.8,72.2,18.8,56.6,27.3,7.3,7.3,70.7,7.16
마포구,19~44,남,55.5,77.5,23.0,55.3,25.1,3.7,6.8,63.4,7.19
마포구,19~44,여,42.9,67.6,15.1,57.8,29.2,10.5,7.8,77.2,7.13
마포구,45~64,계,32.9,68.1,12.3,60.8,21.6,6.7,11.0,69.1,6.95
마포구,45~64,남,35.4,73.8,18.5,63.8,19.2,4.7,12.3,53.8,6.94
마포구,45~64,여,31.0,63.7,7.6,58.5,23.4,8.2,9.9,80.7,6.96
마포구,65~74,계,29.9,72.4,6.3,68.5,19.7,7.1,6.3,52.8,6.81
마포구,65~74,남,40.5,76.2,9.5,69.0,11.9,7.1,9.5,52.4,7.12
마포구,65~74,여,24.7,70.6,4.7,68.2,23.5,7.1,4.7,52.9,6.66
마포구,75 이상,계,13.2,55.8,1.3,64.0,24.0,10.5,5.2,27.6,6.14
마포구,75 이상,남,13.9,66.7,2.8,63.9,16.7,5.6,8.3,38.9,6.2
마포구,75 이상,여,12.5,46.3,0.0,64.1,30.8,15.0,2.4,17.5,6.08
동작구,계,계,42.9,63.4,17.9,64.4,27.0,7.6,9.8,69.6,7.03
동작구,계,남,48.9,66.5,23.9,68.5,24.1,5.4,12.4,65.8,7.15
동작구,계,여,37.6,60.6,12.7,60.9,29.6,9.6,7.6,72.9,6.93
동작구,19~44,계,53.1,66.8,22.4,59.4,32.5,7.5,8.9,74.0,7.19
동작구,19~44,남,58.2,66.2,27.9,65.6,28.9,5.0,12.4,70.1,7.26
동작구,19~44,여,48.4,67.4,17.2,53.7,35.8,9.8,5.6,77.7,7.13
동작구,45~64,계,37.5,62.2,18.3,63.4,26.3,7.1,12.4,71.2,7.02
동작구,45~64,남,43.0,66.4,26.2,66.2,24.8,6.0,15.4,65.8,7.17
동작구,45~64,여,32.8,58.6,11.5,60.9,27.6,8.1,9.8,75.9,6.9
동작구,65~74,계,35.3,63.9,8.4,78.8,13.4,8.4,6.7,62.2,6.96
동작구,65~74,남,46.9,71.4,10.2,79.2,12.2,4.1,4.1,59.2,7.16
동작구,65~74,여,27.1,58.6,7.1,78.6,14.3,11.4,8.6,64.3,6.81
동작구,75 이상,계,15.3,44.1,3.4,75.9,20.3,10.2,8.5,44.1,6.1
동작구,75 이상,남,17.9,60.7,7.1,82.1,7.1,7.1,10.7,46.4,6.21
동작구,75 이상,여,12.9,29.0,0.0,70.0,32.3,12.9,6.5,41.9,6.0
금천구,계,계,35.8,56.9,14.6,70.3,30.5,5.3,5.5,63.0,6.57
금천구,계,남,40.6,58.2,17.1,70.2,25.2,3.2,6.9,53.0,6.6
금천구,계,여,32.1,56.0,12.5,70.4,34.6,6.9,4.3,70.8,6.55
금천구,19~44,계,52.9,62.4,13.8,58.1,35.9,5.7,4.3,70.7,6.82
금천구,19~44,남,56.1,65.6,14.6,60.6,28.0,2.5,5.1,61.8,6.85
금천구,19~44,여,50.3,59.7,13.1,56.1,42.4,8.4,3.7,78.0,6.8
금천구,45~64,계,30.4,57.7,16.3,75.5,32.0,5.7,5.4,64.0,6.48
금천구,45~64,남,36.0,54.7,19.9,76.7,31.7,5.0,5.6,49.7,6.45
금천구,45~64,여,26.0,60.1,13.5,74.6,32.2,6.3,5.3,75.0,6.5
금천구,65~74,계,19.7,48.8,15.1,81.7,18.1,3.9,9.5,53.5,6.44
금천구,65~74,남,22.4,55.2,17.2,70.2,5.2,0.0,17.2,43.1,6.47
금천구,65~74,여,17.4,43.5,13.2,91.3,29.0,7.2,2.9,62.3,6.42
금천구,75 이상,계,9.9,40.8,8.5,81.7,18.3,2.8,4.2,36.6,6.03
금천구,75 이상,남,17.9,42.9,14.3,85.7,14.3,3.6,3.6,42.9,6.25
금천구,75 이상,여,4.7,39.5,4.7,79.1,20.9,2.3,4.7,32.6,5.88
구로구,계,계,37.4,63.3,9.4,58.2,22.6,5.5,7.2,70.7,6.91
구로구,계,남,40.4,64.6,13.0,63.3,24.5,5.2,11.5,61.2,7.0
구로구,계,여,35.3,62.4,6.7,54.5,21.3,5.8,4.1,77.6,6.85
구로구,19~44,계,48.6,67.6,12.3,54.9,31.8,5.0,7.3,77.9,7.21
구로구,19~44,남,48.3,68.9,17.2,58.9,34.4,4.6,13.2,72.2,7.21
구로구,19~44,여,48.8,66.7,8.7,52.0,30.0,5.3,2.9,82.1,7.21
구로구,45~64,계,36.5,63.5,9.3,58.4,18.8,5.7,8.2,72.5,6.78
구로구,45~64,남,39.9,62.1,13.1,67.1,20.9,5.2,11.8,58.2,6.88
구로구,45~64,여,34.1,64.5,6.5,51.9,17.3,6.1,5.6,82.7,6.71
구로구,65~74,계,22.7,58.8,6.7,62.1,15.1,5.9,6.7,59.7,6.67
구로구,65~74,남,31.2,64.6,8.3,63.0,16.7,8.3,8.3,47.9,6.52
구로구,65~74,여,16.9,54.9,5.6,61.4,14.1,4.2,5.6,67.6,6.77
구로구,75 이상,계,12.0,49.3,0.0,66.7,9.3,6.7,2.7,45.3,6.52
구로구,75 이상,남,18.8,56.2,0.0,65.6,6.2,3.1,6.2,43.8,7.31
구로구,75 이상,여,7.0,44.2,0.0,67.4,11.6,9.3,0.0,46.5,5.93
관악구,계,계,52.1,73.7,16.8,80.5,24.6,7.8,8.9,65.5,6.84
관악구,계,남,57.5,75.1,20.4,83.6,24.7,6.0,10.2,57.3,6.83
관악구,계,여,47.3,72.4,13.5,77.8,24.5,9.3,7.7,72.8,6.85
관악구,19~44,계,65.8,75.1,20.6,74.8,30.1,6.8,10.8,73.3,6.99
관악구,19~44,남,69.8,78.3,27.0,78.2,27.8,4.7,13.7,66.5,7.02
관악구,19~44,여,61.4,71.6,13.8,71.1,32.5,9.1,7.7,80.7,6.96
관악구,45~64,계,47.6,74.4,15.1,83.3,22.4,8.5,7.3,67.2,6.78
관악구,45~64,남,53.0,71.2,15.2,87.1,28.0,6.1,5.3,54.5,6.64
관악구,45~64,여,43.8,76.8,15.1,80.5,18.4,10.3,8.6,76.2,6.88
관악구,65~74,계,35.8,72.5,14.7,88.1,15.6,8.3,8.3,56.9,6.71
관악구,65~74,남,48.0,78.0,18.0,88.0,10.0,10.0,10.0,46.0,6.9
관악구,65~74,여,25.4,67.8,11.9,88.1,20.3,6.8,6.8,66.1,6.54
관악구,75 이상,계,22.5,65.0,6.3,88.8,17.5,8.8,6.3,30.0,6.51
관악구,75 이상,남,17.9,66.7,5.1,94.9,15.4,7.7,7.7,30.8,6.38
관악구,75 이상,여,26.8,63.4,7.5,82.9,19.5,9.8,5.0,29.3,6.63
강서구,계,계,38.6,55.7,14.1,66.8,28.4,7.3,8.5,60.3,6.71
강서구,계,남,43.0,58.6,19.2,67.4,29.5,7.0,10.5,49.5,6.55
강서구,계,여,34.8,53.0,9.8,66.3,27.4,7.5,6.7,69.7,6.85
강서구,19~44,계,46.4,57.5,15.8,61.6,34.1,6.1,8.7,66.7,6.76
강서구,19~44,남,45.8,63.5,20.2,63.9,31.7,5.4,10.8,52.7,6.57
강서구,19~44,여,46.9,51.7,11.5,59.4,36.4,6.7,6.7,80.4,6.95
강서구,45~64,계,36.3,50.7,13.9,69.5,28.3,8.0,8.3,61.7,6.59
강서구,45~64,남,44.0,52.0,18.7,71.8,34.0,8.0,8.7,52.0,6.53
강서구,45~64,여,30.2,49.7,10.1,67.7,23.8,7.9,7.9,69.3,6.63
강서구,65~74,계,26.9,66.3,13.5,71.2,15.4,9.6,9.6,54.8,6.8
강서구,65~74,남,34.8,60.9,23.9,67.4,21.7,10.9,15.2,47.8,6.41
강서구,65~74,여,20.7,70.7,5.2,74.1,10.3,8.6,5.2,60.3,7.1
강서구,75 이상,계,20.0,52.3,6.2,78.5,13.8,7.7,6.2,21.5,6.83
강서구,75 이상,남,31.0,55.2,6.9,69.0,3.4,6.9,10.3,17.2,6.72
강서구,75 이상,여,11.1,50.0,5.6,86.1,22.2,8.3,2.8,25.0,6.92
중랑구,계,계,36.8,57.0,17.2,66.3,29.2,10.2,11.0,65.8,6.83
중랑구,계,남,42.6,58.1,20.7,68.8,26.7,5.7,14.2,53.1,6.89
중랑구,계,여,32.3,56.2,14.4,64.3,31.1,13.6,8.6,75.7,6.79
중랑구,19~44,계,48.5,61.5,24.0,60.6,37.5,9.2,12.9,75.2,6.96
중랑구,19~44,남,53.2,62.6,28.1,62.1,33.9,2.9,18.1,64.3,7.19
중랑구,19~44,여,44.5,60.5,20.5,59.3,40.5,14.5,8.5,84.5,6.76
중랑구,45~64,계,29.4,50.6,14.9,69.0,27.4,11.4,9.1,69.1,6.83
중랑구,45~64,남,36.2,48.9,17.7,75.2,27.7,7.8,10.6,51.1,6.8
중랑구,45~64,여,24.9,51.7,12.9,64.6,27.3,13.9,8.1,81.3,6.84
중랑구,65~74,계,28.1,60.9,12.5,73.6,14.8,10.2,11.7,47.7,6.51
중랑구,65~74,남,29.8,61.4,17.5,74.1,10.5,10.5,10.5,36.8,6.26
중랑구,65~74,여,26.8,60.6,8.5,73.1,18.3,9.9,12.7,56.3,6.71
중랑구,75 이상,계,27.3,59.1,0.0,71.4,19.7,9.1,9.1,30.3,6.77
중랑구,75 이상,남,37.5,68.8,0.0,67.7,12.5,3.1,15.6,31.2,6.78
중랑구,75 이상,여,17.6,50.0,0.0,75.0,26.5,14.7,2.9,29.4,6.75
종로구,계,계,42.6,49.8,15.0,80.9,23.7,5.3,9.8,58.8,7.01
종로구,계,남,45.7,55.2,21.4,81.5,22.9,4.4,13.4,55.7,7.06
종로구,계,여,40.1,45.5,9.9,80.4,24.3,6.0,7.0,61.3,6.97
종로구,19~44,계,60.3,58.2,20.9,75.9,29.2,7.1,12.0,74.8,7.21
종로구,19~44,남,59.7,63.6,31.8,76.0,27.9,4.5,16.2,71.4,7.24
종로구,19~44,여,60.8,53.2,11.1,75.9,30.4,9.4,8.2,77.8,7.18
종로구,45~64,계,39.5,45.1,13.8,80.9,23.2,4.1,7.8,60.0,6.97
종로구,45~64,남,42.2,49.4,16.3,80.9,25.3,5.4,10.2,51.2,6.88
종로구,45~64,여,37.3,41.7,11.8,81.0,21.6,2.9,5.9,67.2,7.04
종로구,65~74,계,29.3,52.6,9.0,89.8,17.3,3.0,11.3,43.6,6.9
종로구,65~74,남,34.0,60.4,11.3,90.2,9.4,1.9,15.1,45.3,7.23
종로구,65~74,여,26.2,47.5,7.5,89.6,22.5,3.8,8.8,42.5,6.69
종로구,75 이상,계,13.4,36.1,8.2,85.1,15.5,7.2,8.2,21.6,6.67
종로구,75 이상,남,21.1,39.5,15.8,94.4,10.5,2.6,13.2,26.3,6.89
종로구,75 이상,여,8.5,33.9,3.4,79.3,18.6,10.2,5.1,18.6,6.53
은평구,계,계,40.4,49.8,11.5,74.0,20.8,7.3,9.3,59.5,6.64
은평구,계,남,46.4,55.6,15.8,75.1,21.6,7.0,11.5,51.9,6.61
은평구,계,여,35.9,45.2,8.1,73.1,20.2,7.6,7.6,65.3,6.66
은평구,19~44,계,53.2,49.4,12.5,67.0,26.1,6.9,10.2,64.3,6.96
은평구,19~44,남,60.0,58.8,18.1,70.0,26.4,6.9,12.5,54.4,7.05
은평구,19~44,여,47.8,42.0,8.0,64.7,25.9,7.0,8.5,72.1,6.9
은평구,45~64,계,35.8,51.5,13.5,77.4,18.0,8.7,7.9,65.1,6.49
은평구,45~64,남,36.5,50.6,16.0,76.1,20.5,8.3,10.3,57.1,6.24
은평구,45~64,여,35.2,52.3,11.6,78.4,16.1,9.0,6.0,71.4,6.69
은평구,65~74,계,31.9,52.9,8.4,75.6,16.0,5.1,12.6,50.4,6.5
은평구,65~74,남,53.1,67.3,14.3,79.6,18.4,6.1,16.3,46.9,6.67
은평구,65~74,여,17.1,42.9,4.3,72.9,14.3,4.3,10.0,52.9,6.38
은평구,75 이상,계,16.2,38.8,2.5,87.5,16.2,6.2,6.2,26.2,6.03
은평구,75 이상,남,17.6,47.1,5.9,88.2,8.8,2.9,5.9,23.5,6.12
은평구,75 이상,여,15.2,32.6,0.0,87.0,21.7,8.7,6.5,28.3,5.96
성북구,계,계,39.2,63.6,21.2,73.3,27.8,7.9,10.9,66.4,6.57
성북구,계,남,44.4,64.0,28.8,75.1,29.7,6.2,12.9,57.8,6.52
성북구,계,여,34.9,63.3,14.9,71.8,26.2,9.3,9.1,73.6,6.61
성북구,19~44,계,50.8,65.4,22.7,70.7,34.8,7.8,8.8,75.0,6.92
성북구,19~44,남,60.5,64.7,31.6,72.6,33.7,5.8,14.2,66.3,6.91
성북구,19~44,여,41.7,66.0,14.6,68.9,35.9,9.7,3.9,83.0,6.93
성북구,45~64,계,36.5,63.5,23.5,74.4,21.7,6.4,14.2,64.3,6.6
성북구,45~64,남,35.3,62.7,30.0,76.7,28.7,6.7,14.0,53.3,6.34
성북구,45~64,여,37.4,64.1,18.5,72.7,16.4,6.2,14.4,72.8,6.81
성북구,65~74,계,22.0,70.0,17.0,78.0,27.0,8.0,13.0,61.0,5.81
성북구,65~74,남,19.6,67.4,28.3,78.3,26.1,4.3,13.0,47.8,5.98
성북구,65~74,여,24.1,72.2,7.4,77.8,27.8,11.1,13.0,72.2,5.67
성북구,75 이상,계,15.0,47.5,8.8,75.0,20.0,15.0,3.8,40.0,5.65
성북구,75 이상,남,25.8,61.3,6.5,77.4,16.1,9.7,0.0,41.9,5.87
성북구,75 이상,여,8.2,38.8,10.2,73.5,22.4,18.4,6.1,38.8,5.51
서대문구,계,계,48.3,62.4,12.0,79.7,23.7,5.1,5.9,56.4,6.69
서대문구,계,남,55.1,64.2,12.6,80.8,22.0,3.0,7.9,54.1,6.76
서대문구,계,여,42.9,60.9,11.6,78.8,25.0,6.8,4.3,58.3,6.64
서대문구,19~44,계,63.3,66.7,17.5,75.5,29.3,4.6,5.4,63.9,6.92
서대문구,19~44,남,69.0,69.5,18.4,75.1,28.7,2.3,5.7,59.8,6.93
서대문구,19~44,여,58.2,64.1,16.7,75.8,29.9,6.7,5.2,67.5,6.92
서대문구,45~64,계,44.1,61.5,12.5,79.7,23.0,4.6,4.9,62.2,6.87
서대문구,45~64,남,48.9,56.5,13.7,83.6,18.3,3.1,7.6,58.8,6.89
서대문구,45~64,여,40.5,65.3,11.6,76.7,26.6,5.8,2.9,64.7,6.86
서대문구,65~74,계,37.0,62.3,5.5,86.2,17.1,6.2,6.8,39.7,6.3
서대문구,65~74,남,46.4,69.6,1.8,85.5,17.9,1.8,8.9,39.3,6.36
서대문구,65~74,여,31.1,57.8,7.8,86.7,16.7,8.9,5.6,40.0,6.27
서대문구,75 이상,계,21.4,49.0,0.0,85.6,14.3,7.1,9.2,35.7,5.84
서대문구,75 이상,남,29.5,59.1,0.0,88.6,11.4,6.8,15.9,36.4,6.23
서대문구,75 이상,여,14.8,40.7,0.0,83.0,16.7,7.4,3.7,35.2,5.53
도봉구,계,계,38.3,49.2,13.6,84.2,26.9,7.1,7.9,57.9,6.79
도봉구,계,남,42.8,53.8,17.3,87.4,26.7,6.4,7.4,49.5,6.78
도봉구,계,여,34.6,45.6,10.6,81.7,27.1,7.6,8.2,64.6,6.79
도봉구,19~44,계,45.9,45.7,19.7,79.2,35.9,6.2,5.9,68.2,6.95
도봉구,19~44,남,49.4,51.0,26.9,80.9,32.1,5.1,7.7,57.1,6.98
도봉구,19~44,여,42.9,41.3,13.6,77.7,39.1,7.1,4.3,77.7,6.93
도봉구,45~64,계,38.6,53.5,11.6,85.1,23.6,8.9,10.3,57.3,6.66
도봉구,45~64,남,45.0,56.9,13.1,89.3,25.6,8.1,8.8,46.9,6.6
도봉구,45~64,여,33.8,51.0,10.5,81.8,22.0,9.5,11.4,65.2,6.7
도봉구,65~74,계,27.9,47.3,9.3,91.3,16.3,4.7,6.2,54.3,6.98
도봉구,65~74,남,29.1,56.4,9.1,94.4,16.4,7.3,1.8,56.4,7.04
도봉구,65~74,여,27.0,40.5,9.5,89.0,16.2,2.7,9.5,52.7,6.93
도봉구,75 이상,계,19.7,47.4,2.6,90.5,21.1,6.6,7.9,21.1,6.36
도봉구,75 이상,남,24.2,48.5,6.1,97.0,24.2,3.0,9.1,15.2,6.31
도봉구,75 이상,여,16.3,46.5,0.0,85.4,18.6,9.3,7.0,25.6,6.4
노원구,계,계,40.6,46.5,11.9,84.4,25.9,5.0,5.1,55.2,6.89
노원구,계,남,47.8,50.1,15.7,85.6,21.9,2.6,8.0,46.8,6.91
노원구,계,여,35.3,43.9,9.2,83.5,28.8,6.7,3.0,61.3,6.87
노원구,19~44,계,48.7,46.9,12.5,81.9,31.1,5.1,3.4,67.0,7.06
노원구,19~44,남,56.0,46.9,17.7,84.0,25.7,3.4,4.6,58.3,7.19
노원구,19~44,여,43.2,47.0,8.5,80.3,35.0,6.4,2.6,73.5,6.96
노원구,45~64,계,38.3,47.4,14.0,83.3,21.7,3.4,7.4,53.1,6.85
노원구,45~64,남,40.5,52.3,16.3,84.3,20.3,1.3,11.8,43.8,6.8
노원구,45~64,여,36.5,43.7,12.2,82.6,22.8,5.1,4.1,60.4,6.89
노원구,65~74,계,30.8,49.5,6.6,91.2,20.9,4.4,7.7,37.4,6.91
노원구,65~74,남,43.2,54.5,4.5,93.2,15.9,0.0,11.4,25.0,6.6
노원구,65~74,여,19.1,44.7,8.5,89.4,25.5,8.5,4.3,48.9,7.19
노원구,75 이상,계,18.9,36.5,5.4,94.6,23.0,12.2,0.0,21.6,6.03
노원구,75 이상,남,41.2,52.9,17.6,94.1,11.8,11.8,0.0,11.8,5.76
노원구,75 이상,여,12.3,31.6,1.8,94.7,26.3,12.3,0.0,24.6,6.12
강북구,계,계,33.9,49.9,8.4,71.1,28.0,8.9,8.8,70.8,6.65
강북구,계,남,39.7,52.6,12.9,72.2,24.1,6.3,10.2,62.3,6.64
강북구,계,여,29.3,47.7,4.7,70.2,31.2,11.0,7.7,77.6,6.65
강북구,19~44,계,43.0,51.1,14.6,64.6,37.4,9.3,8.4,77.3,6.79
강북구,19~44,남,49.7,56.9,22.2,68.2,34.0,7.2,12.4,67.3,6.81
강북구,19~44,여,36.9,45.8,7.7,61.3,40.5,11.3,4.8,86.3,6.77
강북구,45~64,계,31.1,49.9,6.1,73.7,26.2,10.5,9.9,75.2,6.67
강북구,45~64,남,36.4,48.1,7.8,73.9,22.1,6.5,7.8,68.8,6.58
강북구,45~64,여,27.3,51.2,4.8,73.6,29.2,13.4,11.5,79.9,6.73
강북구,65~74,계,28.4,54.7,4.7,72.8,16.2,4.1,9.5,59.5,6.42
강북구,65~74,남,26.9,55.2,9.0,72.7,10.4,4.5,10.4,44.8,6.33
강북구,65~74,여,29.6,54.3,1.2,72.8,21.0,3.7,8.6,71.6,6.5
강북구,75 이상,계,21.6,37.5,1.1,81.4,21.6,9.1,4.5,47.7,6.42
강북구,75 이상,남,35.1,48.6,2.7,80.6,16.2,5.4,10.8,45.9,6.76
강북구,75 이상,여,11.8,29.4,0.0,82.0,25.5,11.8,0.0,49.0,6.18
중구,계,계,44.3,65.2,19.3,64.9,23.7,4.7,10.3,67.1,6.86
중구,계,남,48.9,68.6,25.8,66.3,22.5,4.3,14.9,61.3,6.9
중구,계,여,40.8,62.7,14.3,63.9,24.6,5.0,6.8,71.6,6.84
중구,19~44,계,61.7,68.5,21.7,57.4,29.0,3.7,10.4,76.3,7.07
중구,19~44,남,67.1,70.7,30.5,62.3,25.0,3.7,15.2,71.3,7.17
중구,19~44,여,57.1,66.5,14.1,53.3,32.5,3.7,6.3,80.6,6.98
중구,45~64,계,37.8,68.0,22.6,64.1,25.3,5.2,12.2,71.3,6.8
중구,45~64,남,41.4,70.0,27.9,67.7,25.7,3.6,15.7,63.6,6.76
중구,45~64,여,35.1,66.5,18.6,61.5,25.0,6.4,9.6,77.1,6.83
중구,65~74,계,26.1,59.2,13.4,73.6,12.7,6.3,9.9,55.6,6.77
중구,65~74,남,28.8,66.1,18.6,64.4,13.6,8.5,16.9,44.1,6.59
중구,65~74,여,24.1,54.2,9.6,80.2,12.0,4.8,4.8,63.9,6.9
중구,75 이상,계,27.6,51.7,6.9,83.7,13.8,4.6,3.4,32.2,6.41
중구,75 이상,남,25.0,56.2,6.2,84.4,12.5,3.1,6.2,31.2,6.66
중구,75 이상,여,29.1,49.1,7.3,83.3,14.5,5.5,1.8,32.7,6.26
용산구,계,계,51.0,58.3,22.1,70.9,20.5,5.9,13.4,72.8,7.18
용산구,계,남,56.1,59.7,27.0,73.2,19.9,4.1,16.8,72.2,7.21
용산구,계,여,47.2,57.3,18.5,69.1,21.0,7.2,10.9,73.3,7.15
용산구,19~44,계,59.2,58.7,21.8,63.5,26.3,5.1,11.4,80.0,7.17
용산구,19~44,남,62.5,60.7,28.0,63.7,23.8,2.4,14.3,75.6,7.35
용산구,19~44,여,56.8,57.3,17.2,63.4,28.2,7.0,9.3,83.3,7.04
용산구,45~64,계,51.8,59.9,26.4,72.2,18.4,7.7,15.7,69.9,7.21
용산구,45~64,남,61.9,58.2,29.9,75.4,21.6,6.7,19.4,68.7,7.16
용산구,45~64,여,43.6,61.2,23.6,69.7,15.8,8.5,12.7,70.9,7.26
용산구,65~74,계,43.5,60.2,21.3,81.5,11.1,3.7,17.6,74.1,7.22
용산구,65~74,남,42.2,62.2,24.4,88.9,6.7,2.2,17.8,75.6,6.91
용산구,65~74,여,44.4,58.7,19.0,76.2,14.3,4.8,17.5,73.0,7.44
용산구,75 이상,계,27.8,51.3,13.0,82.6,14.8,6.1,10.4,54.8,7.04
용산구,75 이상,남,28.9,57.8,17.8,86.7,13.3,4.4,17.8,66.7,7.18
용산구,75 이상,여,27.1,47.1,10.0,80.0,15.7,7.1,5.7,47.1,6.96
송파구,계,계,56.7,77.0,16.8,77.1,22.3,6.7,9.9,64.3,7.23
송파구,계,남,58.0,78.8,22.4,77.7,22.6,6.1,11.1,54.6,7.19
송파구,계,여,55.6,75.5,12.1,76.6,22.1,7.2,9.0,72.4,7.26
송파구,19~44,계,66.0,75.1,18.7,71.6,30.3,7.1,7.8,73.5,7.34
송파구,19~44,남,68.0,77.8,27.8,73.1,32.8,7.1,11.6,65.2,7.22
송파구,19~44,여,64.3,72.8,10.7,70.2,28.1,7.1,4.5,80.8,7.45
송파구,45~64,계,58.0,79.9,14.9,82.0,16.0,5.4,11.7,63.4,7.24
송파구,45~64,남,58.9,79.8,16.1,83.3,13.7,4.8,9.5,50.6,7.2
송파구,45~64,여,57.2,80.1,13.9,80.8,17.9,6.0,13.4,74.1,7.27
송파구,65~74,계,32.2,92.2,22.2,77.3,16.7,11.1,17.8,52.2,7.12
송파구,65~74,남,27.8,91.7,27.8,79.4,11.1,8.3,22.2,36.1,7.03
송파구,65~74,여,35.2,92.6,18.5,75.9,20.4,13.0,14.8,63.0,7.19
송파구,75 이상,계,16.4,47.3,5.5,87.0,12.7,5.5,1.8,20.0,6.44
송파구,75 이상,남,13.0,60.9,13.0,73.9,17.4,4.3,0.0,21.7,7.0
송파구,75 이상,여,18.8,37.5,0.0,96.8,9.4,6.2,3.1,18.8,6.03
