,제공기관명,관리번호,공원명,공원구분,소재지지번주소,위도,경도,공원면적,지정고시일,데이터기준일자,시도,자치구
8436,서울특별시 서초구,11650-00002,방아다리1,근린공원,서울특별시 서초구 양재동 62,37.478285,127.035576,2870.8,1988-06-15,2019-05-31,서울특별시,서초구
8437,서울특별시 서초구,11650-00003,방아다리2,근린공원,서울특별시 서초구 양재동 72,37.478021,127.035224,2934.3,1988-06-15,2019-05-31,서울특별시,서초구
8438,서울특별시 서초구,11650-00004,양재천,근린공원,서울특별시 서초구 양재동 261-22,37.478025,127.035223,19258.0,1988-12-20,2019-05-31,서울특별시,서초구
8439,서울특별시 서초구,11650-00005,마  방,근린공원,서울특별시 서초구 양재동 237,37.476355,127.042221,6546.6,1983-09-07,2019-05-31,서울특별시,서초구
8440,서울특별시 서초구,11650-00006,양  재,근린공원,서울특별시 서초구 양재동 311,37.471543,127.042385,32523.4,1983-09-07,2019-05-31,서울특별시,서초구
8441,서울특별시 서초구,11650-00007,용허리,근린공원,서울특별시 서초구 서초동 1324-1,37.471543,127.042385,4641.9,1989-11-27,2019-05-31,서울특별시,서초구
8442,서울특별시 서초구,11650-00008,명  달,근린공원,서울특별시 서초구 서초동 1313-17,37.499011,127.021114,5466.4,1989-11-27,2019-05-31,서울특별시,서초구
8443,서울특별시 서초구,11650-00009,사평리,근린공원,서울특별시 서초구 잠원동 51-3,37.519855,127.014739,1913.7,1989-11-27,2019-05-31,서울특별시,서초구
8444,서울특별시 서초구,11650-00010,잠  원,근린공원,서울특별시 서초구 잠원동 62-5,37.512747,127.010099,2373.5,1989-11-27,2019-05-31,서울특별시,서초구
8445,서울특별시 서초구,11650-00011,신  동,근린공원,서울특별시 서초구 잠원동 58-14,37.514313,127.014521,6648.4,1979-02-08,2019-05-31,서울특별시,서초구
8446,서울특별시 서초구,11650-00012,고인돌,근린공원,서울특별시 서초구 양재동 390,37.473168,127.046719,4579.0,,2019-05-31,서울특별시,서초구
8447,서울특별시 금천구,11545-00017,무지개,어린이공원,서울특별시 금천구 독산2동 1063-14,37.4628226666,126.9009392,972.1,1971-11-12,2020-09-02,서울특별시,금천구
8448,서울특별시 금천구,11545-00016,푸른골,어린이공원,서울특별시 금천구 독산2동 1038-9,37.466546,126.903303,977.3,1979-03-08,2020-09-02,서울특별시,금천구
8449,서울특별시 금천구,11545-00015,다람쥐,어린이공원,서울특별시 금천구 독산1동 999-11,37.46824515,126.8908193030,1019.6,1971-11-12,2020-09-02,서울특별시,금천구
8450,서울특별시 금천구,11545-00014,두산,어린이공원,서울특별시 금천구 독산1동 298-1,37.4730326167,126.8942618,974.9,1971-11-12,2020-09-02,서울특별시,금천구
8451,서울특별시 금천구,11545-00013,철쭉,어린이공원,서울특별시 금천구 독산1동 1112,37.45288913,126.8896337,1501.6,1987-08-27,2020-09-02,서울특별시,금천구
8452,서울특별시 금천구,11545-00012,파랑새,어린이공원,서울특별시 금천구 독산1동 1095-1,37.454889,126.888937,1500.0,1971-11-12,2020-09-02,서울특별시,금천구
8453,서울특별시 금천구,11545-00011,참새,어린이공원,서울특별시 금천구 독산1동 1088-2,37.4569547362,126.8871937237,1500.1,1987-08-27,2020-09-02,서울특별시,금천구
8454,서울특별시 금천구,11545-00010,골말,어린이공원,서울특별시 금천구 가산동 28-2,37.482876,126.884528,1485.0,1979-07-20,2020-09-02,서울특별시,금천구
8455,서울특별시 금천구,11545-00009,무아래,어린이공원,서울특별시 금천구 가산동 234-29,37.473337,126.893278,1162.6,1977-03-16,2020-09-02,서울특별시,금천구
8456,서울특별시 금천구,11545-00008,조마,어린이공원,서울특별시 금천구 가산동 148-11,37.4756147926,126.8955477,1003.0,1971-11-12,2020-09-02,서울특별시,금천구
8457,서울특별시 금천구,11545-00007,금천폭포공원,근린공원,서울특별시 금천구 시흥동 937-2,37.4463967342,126.9044446688,7650.0,2005-11-17,2020-09-02,서울특별시,금천구
8458,서울특별시 금천구,11545-00006,독산근린공원,근린공원,서울특별시 금천구 독산동 1086,37.463664,126.884123,18005.5,1987-08-27,2020-09-02,서울특별시,금천구
8459,서울특별시 금천구,11545-00005,독산자연공원,근린공원,서울특별시 금천구 독산동 산89-5,37.473526,126.907326,7650.0,1968-01-15,2020-09-02,서울특별시,금천구
8460,서울특별시 금천구,11545-00004,삼성산시민휴식공원,근린공원,서울특별시 금천구 시흥동 산116,37.454747,126.910204,10118.0,1968-01-15,2020-09-02,서울특별시,금천구
8464,서울특별시 금천구,11545-00050,도하,소공원,서울특별시 금천구 독산1동 1149,37.458753,126.896014,3057.7,2013-08-22,2020-09-02,서울특별시,금천구
8465,서울특별시 금천구,11545-00049,금나래중앙,근린공원,서울특별시 금천구 독산1동 1151,37.45822937,126.8962053,16331.3,2013-08-22,2020-09-02,서울특별시,금천구
8466,서울특별시 금천구,11545-00048,별장길,어린이공원,서울특별시 금천구 시흥5동 925-32,37.448147,126.908596,971.4,1973-01-23,2020-09-02,서울특별시,금천구
8467,서울특별시 금천구,11545-00047,은행,어린이공원,서울특별시 금천구 시흥5동 836,37.452119,126.906993,865.0,1973-01-23,2020-09-02,서울특별시,금천구
8468,서울특별시 금천구,11545-00046,느티나무,어린이공원,서울특별시 금천구 시흥4동 817,37.456225,126.906735,939.2,1977-03-16,2020-09-02,서울특별시,금천구
8469,서울특별시 금천구,11545-00045,송록,어린이공원,서울특별시 금천구 시흥4동 791-35,37.461247,126.906169,947.1,1973-01-23,2020-09-02,서울특별시,금천구
8470,서울특별시 금천구,11545-00044,효봉,어린이공원,서울특별시 금천구 시흥4동 4-28,37.460754,126.910507,503.0,2004-11-10,2020-09-02,서울특별시,금천구
8471,서울특별시 금천구,11545-00043,신흥,어린이공원,서울특별시 금천구 시흥4동 4-128,37.459874,126.907849,312.0,1971-11-12,2020-09-02,서울특별시,금천구
8472,서울특별시 금천구,11545-00042,장미,어린이공원,서울특별시 금천구 시흥4동 3-82,37.461586,126.912238,1207.0,1973-01-23,2020-09-02,서울특별시,금천구
8473,서울특별시 금천구,11545-00041,산장,어린이공원,서울특별시 금천구 시흥4동 3-17,37.460931,126.912588,678.0,1971-12-10,2020-09-02,서울특별시,금천구
8474,서울특별시 금천구,11545-00040,단군,어린이공원,서울특별시 금천구 시흥4동 169-21,37.45569721,,250.0,1977-12-31,2020-09-02,서울특별시,금천구
8475,서울특별시 금천구,11545-00039,진달래,어린이공원,서울특별시 금천구 시흥3동 970-3,37.434878,126.904883,992.2,1987-08-27,2020-09-02,서울특별시,금천구
8476,서울특별시 금천구,11545-00038,까치,어린이공원,서울특별시 금천구 시흥3동 959-2,37.439645,126.905003,925.3,1971-11-12,2020-09-02,서울특별시,금천구
8477,서울특별시 금천구,11545-00037,비둘기,어린이공원,서울특별시 금천구 시흥3동 947-4,37.441597,126.906264,985.2,1971-11-12,2020-09-02,서울특별시,금천구
8478,서울특별시 금천구,11545-00036,꾸러기,어린이공원,서울특별시 금천구 시흥3동 943-16,37.443219,126.905877,359.4,1971-11-12,2020-09-02,서울특별시,금천구
8479,서울특별시 금천구,11545-00035,중앙,어린이공원,서울특별시 금천구 시흥1동 791,37.44561107,126.9005113,1515.0,1971-11-22,2020-09-02,서울특별시,금천구
8480,서울특별시 금천구,11545-00034,풍림,어린이공원,서울특별시 금천구 시흥1동 789,37.44783408,126.9012021,2195.0,1971-11-12,2020-09-02,서울특별시,금천구
8481,서울특별시 금천구,11545-00033,부장천,어린이공원,서울특별시 금천구 시흥1동 893,37.4526679373,126.9044061767,944.0,1971-11-12,2020-09-02,서울특별시,금천구
8482,서울특별시 금천구,11545-00032,해태,어린이공원,서울특별시 금천구 시흥1동 871-24,37.457773,126.901866,962.6,2004-11-10,2020-09-02,서울특별시,금천구
8483,서울특별시 금천구,11545-00031,새재미,어린이공원,서울특별시 금천구 시흥1동 855,37.459026,126.904239,1185.2,1977-03-16,2020-09-02,서울특별시,금천구
8484,서울특별시 금천구,11545-00030,남서울,어린이공원,서울특별시 금천구 시흥1동 986-2,37.448336,126.902123,1155.7,1971-11-22,2020-09-02,서울특별시,금천구
8485,서울특별시 금천구,11545-00029,소망,어린이공원,서울특별시 금천구 독산4동 196-8,37.4693682882,126.901670629,998.0,1971-11-12,2020-09-02,서울특별시,금천구
8486,서울특별시 금천구,11545-00028,쌈지,어린이공원,서울특별시 금천구 독산4동 189-1,37.470894,126.904015,982.8,1971-11-12,2020-09-02,서울특별시,금천구
8487,서울특별시 금천구,11545-00018,옥계,어린이공원,서울특별시 금천구 독산2동 1067-9,37.460149,126.9003020235,1058.6,1971-11-12,2020-09-02,서울특별시,금천구
8596,서울특별시 구로구,11530-00043,천왕역소공원,소공원,서울특별시 구로구 천왕동 13-56,37.48530509,126.8400322,1712.0,2006-11-13,2021-02-18,서울특별시,구로구
8597,서울특별시 구로구,11530-00044,이펜시아어린이공원,어린이공원,서울특별시 구로구 천왕동 2-5,37.483092,126.845813,1500.0,2006-11-13,2021-02-18,서울특별시,구로구
8598,서울특별시 구로구,11530-00045,개명소공원,소공원,서울특별시 구로구개봉동 314-14,37.480377,126.839291,5415.0,2006-11-13,2021-02-18,서울특별시,구로구
8599,서울특별시 구로구,11530-00046,봉화대근린공원,근린공원,서울특별시 구로구 천왕동 산13-1,37.4846985836,126.8424191965,60975.0,2006-11-13,2021-02-18,서울특별시,구로구
8600,서울특별시 구로구,11530-00047,푸른수목원,근린공원,서울특별시 구로구 항동 31,37.4819684351,126.8236694753,100809.0,2005-06-23,2021-02-18,서울특별시,구로구
8601,서울특별시 구로구,11530-00048,오류동역문화공원,문화공원,서울특별시 구로구 오류동 299-29,37.494783,126.844884,7510.0,2013-08-28,2021-02-18,서울특별시,구로구
8602,서울특별시 구로구,11530-00049,오류동 소공원,소공원,서울특별시 구로구 오류동 332-36,37.493631,126.842953,895.0,2018-08-23,2021-02-18,서울특별시,구로구
8603,서울특별시 구로구,11530-00050,연지소공원,소공원,서울특별시 구로구 천왕동 7-37,37.482231,126.843491,431.0,2020-09-24,2021-02-18,서울특별시,구로구
8650,서울특별시 구로구,11530-00037,삭새어린이공원,어린이공원,서울특별시 구로구 궁동 237-6,37.496337,126.825012,2077.0,1979-08-30,2021-02-18,서울특별시,구로구
8651,서울특별시 구로구,11530-00038,수른어린이공원,어린이공원,서울특별시 구로구 궁동 279-6,37.497891,126.829601,332.0,1991-05-29,2021-02-18,서울특별시,구로구
8652,서울특별시 구로구,11530-00039,천왕근린공원(시),근린공원,서울특별시 구로구 천왕동 산25-1,37.576299,126.832162,587860.0,1971-08-06,2021-02-18,서울특별시,구로구
8653,서울특별시 구로구,11530-00040,연지근린공원,근린공원,서울특별시 구로구 천왕동 274-2,37.479003,126.838689,44478.0,2004-11-20,2021-02-18,서울특별시,구로구
8654,서울특별시 구로구,11530-00041,버들어린이공원,어린이공원,서울특별시 구로구 천왕동 277-14,37.481146,126.841975,6167.0,2004-11-20,2021-02-18,서울특별시,구로구
8655,서울특별시 구로구,11530-00042,천왕근린공원,근린공원,서울특별시 구로구 천왕동 276,37.476131,126.841125,33677.0,2004-11-20,2021-02-18,서울특별시,구로구
8660,서울특별시 강남구,11680-00129,역삼미소공원,소공원,서울특별시 강남구 역삼동 711-5,,,576.0,,2020-08-27,서울특별시,강남구
9028,서울특별시 강남구,11680-00130,도곡햇살공원,소공원,서울특별시 강남구 도곡동 538-4,,,558.5,,2020-08-27,서울특별시,강남구
9259,서울특별시 강남구,11680-00132,행복공원,어린이공원,서울특별시 강남구 세곡동 546,,,2483.5,,2020-08-27,서울특별시,강남구
9622,서울특별시 구로구,11530-00032,개웅산근린공원,근린공원,서울특별시 구로구 개봉동 산53-3,37.500374,126.848974,411972.0,1971-08-06,2021-02-18,서울특별시,구로구
9623,서울특별시 구로구,11530-00033,오동나무어린이공원,어린이공원,서울특별시 구로구 오류동 353-4,37.485594,126.838383,1815.0,2004-11-20,2021-02-18,서울특별시,구로구
9624,서울특별시 구로구,11530-00034,온수어린이공원,어린이공원,서울특별시 구로구 온수동 73-5,37.494631,126.817658,475.0,1978-06-07,2021-02-18,서울특별시,구로구
9625,서울특별시 구로구,11530-00035,와룡소공원,소공원,서울특별시 구로구 온수동 155-3,37.496736,126.820991,2500.0,2008-08-28,2021-02-18,서울특별시,구로구
9626,서울특별시 구로구,11530-00036,갈매소공원,소공원,서울특별시 구로구 온수동 155-4,37.496736,126.820991,3200.0,2008-08-28,2021-02-18,서울특별시,구로구
9628,서울특별시 구로구,11530-00007,구로리어린이공원,어린이공원,서울특별시 구로구 구로동 139-82,37.4904165,126.891578,7782.0,1977-11-19,2021-02-18,서울특별시,구로구
9629,서울특별시 구로구,11530-00008,솔길어린이공원,어린이공원,서울특별시 구로구 구로동 391-1,37.489254,126.880616,1999.0,1981-03-10,2021-02-18,서울특별시,구로구
9630,서울특별시 구로구,11530-00009,화원어린이공원,어린이공원,서울특별시 구로구 구로동 478-1,37.49791653,126.8804405,4544.0,1981-03-10,2021-02-18,서울특별시,구로구
9631,서울특별시 구로구,11530-00010,삼각어린이공원,어린이공원,서울특별시 구로구 구로동 47,37.501239,126.891969,2634.0,1982-07-08,2021-02-18,서울특별시,구로구
9632,서울특별시 구로구,11530-00011,구로근린공원,근린공원,서울특별시 구로구 구로동 102,37.4974827818,126.8896026949,7901.0,1982-07-12,2021-02-18,서울특별시,구로구
9633,서울특별시 구로구,11530-00012,환경어린이공원,어린이공원,서울특별시 구로구 구로동 797-1,37.48502191,126.888408,528.0,1990-10-22,2021-02-18,서울특별시,구로구
9634,서울특별시 구로구,11530-00013,애경어린이공원,어린이공원,서울특별시 구로구 구로동 501-22,37.500156,126.884417,2996.0,2002-10-09,2021-02-18,서울특별시,구로구
9635,서울특별시 구로구,11530-00014,테크노근린공원,근린공원,서울특별시 구로구 구로동 3-33,37.577985,126.950593,10482.0,2005-01-05,2021-02-18,서울특별시,구로구
9636,서울특별시 구로구,11530-00015,구로동(다울)소공원,소공원,서울특별시 구로구 구로동 1286-1,37.492279,126.888217,243.0,2008-03-31,2021-02-18,서울특별시,구로구
9637,서울특별시 구로구,11530-00016,도레미어린이공원,어린이공원,서울특별시 구로구 고척동 331-1,37.508017,126.852322,326.0,1970-03-18,2021-02-18,서울특별시,구로구
9638,서울특별시 구로구,11530-00017,계남근린공원,근린공원,서울특별시 구로구 고척동 산8,37.505292,126.853069,158814.0,1971-08-06,2021-02-18,서울특별시,구로구
9639,서울특별시 구로구,11530-00018,고척근린공원,근린공원,서울특별시 구로구 고척동 산9-14,37.50658242,126.8532783,108120.0,1977-07-09,2021-02-18,서울특별시,구로구
9640,서울특별시 구로구,11530-00019,골목어린이공원,어린이공원,서울특별시 구로구 고척동 224-3,37.507017,126.853545,266.0,1978-09-05,2021-02-18,서울특별시,구로구
9641,서울특별시 구로구,11530-00020,능골어린이공원,어린이공원,서울특별시 구로구 고척동 220-3,37.506852,126.854254,357.0,1979-05-03,2021-02-18,서울특별시,구로구
9642,서울특별시 구로구,11530-00021,오금어린이공원,어린이공원,서울특별시 구로구 고척동 57-22,37.504948,126.866221,348.0,1980-07-26,2021-02-18,서울특별시,구로구
9643,서울특별시 구로구,11530-00022,덕의근린공원,근린공원,서울특별시 구로구 고척동 339-4,37.577985,126.950593,5565.0,2001-10-02,2021-02-18,서울특별시,구로구
9644,서울특별시 구로구,11530-00023,현화소공원,소공원,서울특별시 구로구 고척동 342-1,37.489741,126.858768,720.0,2005-07-28,2021-02-18,서울특별시,구로구
9645,서울특별시 구로구,11530-00024,무궁화소공원,소공원,서울특별시 구로구 고척동 341-2,37.504867,126.858768,1166.0,2006-09-21,2021-02-18,서울특별시,구로구
9646,서울특별시 구로구,11530-00025,개웅어린이공원,어린이공원,서울특별시 구로구 개봉동 340-8,37.489928,126.852866,1797.0,1970-09-20,2021-02-18,서울특별시,구로구
9647,서울특별시 구로구,11530-00026,소막골어린이공원,어린이공원,서울특별시 구로구 개봉동 271-17,37.488486,126.852386,516.0,1978-06-13,2021-02-18,서울특별시,구로구
9648,서울특별시 구로구,11530-00027,절골어린이공원,어린이공원,서울특별시 구로구 개봉동 312-25,37.482821,126.851652,369.0,1978-11-22,2021-02-18,서울특별시,구로구
9649,서울특별시 구로구,11530-00028,가린열어린이공원,어린이공원,서울특별시 구로구 개봉동 458-4,37.500611,126.854191,333.0,1979-08-30,2021-02-18,서울특별시,구로구
9650,서울특별시 구로구,11530-00029,개봉소공원,소공원,서울특별시 구로구 개봉동 492-1,37.499696,126.849376,3023.0,2008-11-06,2021-02-18,서울특별시,구로구
9651,서울특별시 구로구,11530-00030,개웅소공원,소공원,서울특별시 구로구 개봉동 345-14,37.488094,126.854735,657.0,2010-05-13,2021-02-18,서울특별시,구로구
9652,서울특별시 구로구,11530-00031,온수근린공원,근린공원,서울특별시 구로구 개봉동 45-2,37.571952,126.963169,1097565.0,1971-08-06,2021-02-18,서울특별시,구로구
9678,서울특별시 구로구,11530-00003,신도림어린이공원,어린이공원,서울특별시 구로구 신도림동 646-1,37.510678,126.888452,2292.0,2000-04-07,2021-02-18,서울특별시,구로구
9679,서울특별시 구로구,11530-00005,희망어린이공원,어린이공원,서울특별시 구로구 구로동 745-74,37.48703809,126.886243,911.0,1965-07-08,2021-02-18,서울특별시,구로구
9680,서울특별시 구로구,11530-00006,꿈마을어린이공원,어린이공원,서울특별시 구로구 구로동 777-1,37.487173,126.8901545,1609.0,1970-03-18,2021-02-18,서울특별시,구로구
9748,서울특별시 성북구,11290-00052,북한산,근린공원,서울특별시 정릉동 산12-1,37.62301953,127.0060971,93472.9,2020-06-29,2021-06-16,서울특별시,성북구
9749,서울특별시 성북구,11290-00053,삼청,근린공원,서울특별시 성북동 산25-52,37.5931371,126.9871874,73.6,2020-06-29,2021-06-16,서울특별시,성북구
9774,서울특별시 성북구,11290-00043,길음2구역,근린공원,"서울특별시 성북구 길음동 1284, 일대",37.60504961,127.022011,5207.4,2009-01-02,2021-06-16,서울특별시,성북구
9775,서울특별시 성북구,11290-00044,정릉동,근린공원,서울특별시 성북구 정릉동 1021-2,37.61846189,127.0045308,5779.1,2019-10-21,2021-06-16,서울특별시,성북구
9776,서울특별시 성북구,11290-00045,자주바위,어린이공원,서울특별시 성북구 보문동6가 458-3,37.58287149,127.0178925,1519.3,2006-10-09,2021-06-16,서울특별시,성북구
9777,서울특별시 성북구,11290-00046,맑은소리,소공원,"서울특별시 성북구 길음동 499, 일대",37.6108385,127.0245875,2549.1,2009-01-02,2021-06-16,서울특별시,성북구
9778,서울특별시 성북구,11290-00047,별빛누리,소공원,서울특별시 성북구 정릉동 1053-2,37.612095,126.985863,949.0,2006-10-19,2021-06-16,서울특별시,성북구
9779,서울특별시 성북구,11290-00048,돌이음,소공원,서울특별시 성북구 석관동 410-3,37.6093012,127.052577,1103.4,2007-08-09,2021-06-16,서울특별시,성북구
9780,서울특별시 성북구,11290-00049,도란도란,소공원,서울특별시 성북구 석관동 410-4,37.6093807,127.026312,426.0,2007-08-09,2021-06-16,서울특별시,성북구
9781,서울특별시 성북구,11290-00050,상길례,문화공원,서울특별시 성북구 장위동 289-29,37.6196908,127.0431887,4090.2,2008-04-03,2021-06-16,서울특별시,성북구
9782,서울특별시 성북구,11290-00051,북악산,근린공원,서울특별시 성북동 산 25-52일대,37.5931371,126.9871874,87616.5,2020-06-29,2021-06-16,서울특별시,성북구
9830,서울특별시 강서구,11500-00109,장미,어린이공원,서울특별시 강서구 공항동668,37.556809,126.813805,1661.5,,2021-03-22,서울특별시,강서구
9875,서울특별시 성북구,11290-00030,옛시장,어린이공원,서울특별시 성북구 종암동 135-4,37.602273,127.033882,958.0,2005-09-08,2021-06-16,서울특별시,성북구
9876,서울특별시 성북구,11290-00031,늘푸른,어린이공원,서울특별시 성북구 길음1동 1284-14,37.607521,127.018009,1580.0,2005-05-12,2021-06-16,서울특별시,성북구
9877,서울특별시 성북구,11290-00032,아름,어린이공원,서울특별시 성북구 길음1동 1284-1,37.607521,127.018009,2167.0,2005-05-12,2021-06-16,서울특별시,성북구
9878,서울특별시 성북구,11290-00033,벌집,어린이공원,서울특별시 성북구 종암동 134-3,37.599625,127.038799,1788.0,2003-03-08,2021-06-16,서울특별시,성북구
9879,서울특별시 성북구,11290-00034,일신,어린이공원,서울특별시 성북구 종암동 134-8,37.599625,127.038799,950.0,2003-03-08,2021-06-16,서울특별시,성북구
9880,서울특별시 성북구,11290-00035,길음골,소공원,서울특별시 성북구 길음1동 1285-9,37.609589,127.018679,1244.0,2005-05-12,2021-06-16,서울특별시,성북구
9881,서울특별시 성북구,11290-00036,길섶,소공원,서울특별시 성북구 길음1동 1285-10,37.609589,127.018679,383.0,2005-05-12,2021-06-16,서울특별시,성북구
9882,서울특별시 성북구,11290-00037,잔월,소공원,서울특별시 성북구 하월곡동 230-1,37.604178,127.041001,481.0,2007-06-21,2021-06-16,서울특별시,성북구
9883,서울특별시 성북구,11290-00038,행복한,소공원,서울특별시 성북구 길음1동 1284-13,37.607521,127.018009,1173.0,2005-05-12,2021-06-16,서울특별시,성북구
9884,서울특별시 성북구,11290-00039,두레,소공원,서울특별시 성북구 길음1동 1284-8,37.607521,127.018009,287.0,2005-05-12,2021-06-16,서울특별시,성북구
9885,서울특별시 성북구,11290-00040,돌마루,소공원,서울특별시 성북구 삼선동3가 116-1,37.5880187,127.012142,877.0,2006-05-18,2021-06-16,서울특별시,성북구
9886,서울특별시 성북구,11290-00041,되너미,소공원,서울특별시 성북구 돈암동 644-1,37.586644,127.012756,1069.0,2007-06-07,2021-06-16,서울특별시,성북구
9887,서울특별시 성북구,11290-00042,꿈빛,소공원,서울특별시 성북구 정릉동 1039,37.586644,127.012756,719.0,2007-05-17,2021-06-16,서울특별시,성북구
9966,서울특별시 구로구,11530-00001,미래사랑어린이공원,어린이공원,서울특별시 구로구 신도림동 314-2,37.50984705,126.8890762,5870.0,2004-02-16,2021-02-18,서울특별시,구로구
9967,서울특별시 구로구,11530-00002,대성디큐브시티문화공원,문화공원,서울특별시 구로구 신도림동 692-1,37.508432,126.888733,3322.0,2006-05-04,2021-02-18,서울특별시,구로구
9981,서울특별시 노원구,11350-00001,수락산 <시공원>,기타,서울특별시 노원구 상계 산3-1,37.691731,127.065515,6691885.3,,2020-07-13,서울특별시,노원구
9982,서울특별시 노원구,11350-00002,불암산 <시공원>,기타,서울특별시 노원구 중계 산101-1,37.65550069,127.0810229,5332422.0,,2020-07-13,서울특별시,노원구
9983,서울특별시 노원구,11350-00003,상  계,근린공원,서울특별시 노원구 상계 620,37.66943969,127.0504391,30479.4,,2020-07-13,서울특별시,노원구
9984,서울특별시 노원구,11350-00004,갈  말,근린공원,서울특별시 노원구 동일로227길 85,37.66649445,127.0523458,10000.9,,2020-07-13,서울특별시,노원구
9985,서울특별시 노원구,11350-00005,갈  울,근린공원,서울특별시 노원구 상계 644,37.66026956,127.0682487,9668.9,,2020-07-13,서울특별시,노원구
9986,서울특별시 노원구,11350-00006,원  터,근린공원,서울특별시 노원구 상계753-2,37.65043388,127.0627597,10121.4,,2020-07-13,서울특별시,노원구
9987,서울특별시 노원구,11350-00007,느티울,근린공원,서울특별시 노원구 상계 741,37.64825944,127.0582117,10000.1,,2020-07-13,서울특별시,노원구
9988,서울특별시 노원구,11350-00008,당현천,근린공원,서울특별시 노원구 상계 762-1,37.64858127,127.0631162,9652.5,,2020-07-13,서울특별시,노원구
9989,서울특별시 노원구,11350-00009,온  수,근린공원,서울특별시 노원구 노원로 510,37.66093582,127.0625872,17946.2,,2020-07-13,서울특별시,노원구
9990,서울특별시 노원구,11350-00010,중  계,근린공원,서울특별시 노원구 동일로 1229,37.63896059,127.0663439,22727.4,,2020-07-13,서울특별시,노원구
9991,서울특별시 노원구,11350-00011,삿갓봉,근린공원,서울특별시 노원구 한글비석로 346,37.65795085,127.0763791,10652.9,,2020-07-13,서울특별시,노원구
9992,서울특별시 노원구,11350-00012,노  해,근린공원,서울특별시 노원구 중계 360-18,37.64815891,127.0706988,34646.8,,2020-07-13,서울특별시,노원구
9993,서울특별시 노원구,11350-00013,양  지,근린공원,서울특별시 노원구 중계 362,37.64545701,127.0748343,10508.1,,2020-07-13,서울특별시,노원구
9994,서울특별시 노원구,11350-00014,충  숙,근린공원,서울특별시 노원구 한글비석로 144,37.64032374,127.0768006,12627.7,,2020-07-13,서울특별시,노원구
10068,서울특별시 송파구,11710-00007,글샘작은,근린공원,서울특별시 송파구 문정동 631,37.477494,127.121588,10209.9,,2021-02-21,서울특별시,송파구
10069,서울특별시 송파구,11710-00008,널문,근린공원,"서울특별시 송파구 마천동 581,598",,127.159264,24128.0,,2021-02-21,서울특별시,송파구
10070,서울특별시 송파구,11710-00009,누에머리,근린공원,서울특별시 송파구 오금동 110,37.5038102708,127.141799,18607.5,,2021-02-21,서울특별시,송파구
10071,서울특별시 송파구,11710-00010,동산,근린공원,서울특별시 송파구 송파동 120,37.506226,127.114485,5660.8,,2021-02-21,서울특별시,송파구
10120,서울특별시 송파구,11710-00005,건너말,근린공원,서울특별시 송파구 가락동 110,37.491603,127.123473,11327.8,,2021-02-21,서울특별시,송파구
10121,서울특별시 송파구,11710-00006,글샘,근린공원,"서울특별시 송파구 문정동 621,625",37.478823,127.121867,27289.9,,2021-02-21,서울특별시,송파구
10202,서울특별시 강서구,11500-00124,새싹,어린이공원,서울특별시 강서구 방화동 583,37.569485,126.809344,4939.0,,2021-03-22,서울특별시,강서구
10361,서울특별시 마포구,11440-00020,서교어린이공원,어린이공원,서울특별시 마포구 서교동 391-1,37.5520200689,126.915455,1761.0,1960-07-13,2020-05-14,서울특별시,마포구
10362,서울특별시 마포구,11440-00021,잔다리어린이공원,어린이공원,서울특별시 마포구 서교동 479-1,37.554569,126.912702,774.0,1965-11-08,2020-05-14,서울특별시,마포구
10363,서울특별시 마포구,11440-00022,윗잔다리어린이공원,어린이공원,서울특별시 마포구 동교동 168-1,37.5570130465,126.9256552,3251.0,1995-05-20,2020-05-14,서울특별시,마포구
10364,서울특별시 마포구,11440-00023,동교어린이공원,어린이공원,서울특별시 마포구 동교동 197-17,37.560087,126.9234345,978.0,1965-11-08,2020-05-14,서울특별시,마포구
10365,서울특별시 마포구,11440-00024,합정어린이공원,어린이공원,서울특별시 마포구 서교동 489,37.551803,126.913019,3005.0,2008-12-04,2020-05-14,서울특별시,마포구
10366,서울특별시 마포구,11440-00025,양화어린이공원,어린이공원,서울특별시 마포구 합정동 394-1,37.5503546473,126.908444466,1388.0,1960-07-13,2020-05-14,서울특별시,마포구
10367,서울특별시 마포구,11440-00026,한마음어린이공원,어린이공원,서울특별시 마포구 망원동 381-1,37.5546895554,126.9080163516,770.0,1965-11-08,2020-05-14,서울특별시,마포구
10368,서울특별시 마포구,11440-00027,옹달샘어린이공원,어린이공원,서울특별시 마포구 망원동 408-3,37.554850,126.902013,1134.0,1965-11-08,2020-05-14,서울특별시,마포구
10369,서울특별시 마포구,11440-00028,두리어린이공원,어린이공원,서울특별시 마포구 망원2동 436-1,37.560124,126.901229,1007.0,1965-11-08,2020-05-14,서울특별시,마포구
10370,서울특별시 마포구,11440-00029,망원새싹어린이공원,어린이공원,서울특별시 마포구 망원2동 509-1,37.559039,126.898507,559.0,2004-08-25,2020-05-14,서울특별시,마포구
10371,서울특별시 마포구,11440-00030,느티나무어린이공원,어린이공원,서울특별시 마포구 연남동 563-5,37.5595071099,126.918761,993.0,1965-11-08,2020-05-14,서울특별시,마포구
10372,서울특별시 마포구,11440-00031,은행나무어린이공원,어린이공원,서울특별시 마포구 연남동 250-1,37.5646292409,126.922416939,994.0,1967-01-21,2020-05-14,서울특별시,마포구
10373,서울특별시 마포구,11440-00032,다솜어린이공원,어린이공원,서울특별시 마포구 성산동 113-2,37.5622309,126.9154619,975.0,1965-11-08,2020-05-14,서울특별시,마포구
