,제공기관명,관리번호,공원명,공원구분,소재지지번주소,위도,경도,공원면적,지정고시일,데이터기준일자,시도,자치구
2124,서울특별시 강서구,11500-00065,달빛,어린이공원,서울특별시 강서구 화곡동783-1,37.531163,126.862932,976.2,,2021-03-22,서울특별시,강서구
2125,서울특별시 강서구,11500-00066,무지개,어린이공원,서울특별시 강서구 화곡동806-10,37.533937,126.861301,976.2,,2021-03-22,서울특별시,강서구
2126,서울특별시 송파구,11710-00153,위례별(위례 근린공원7호),근린공원,서울특별시 송파구 장지동 393임 일원,,127.146847,12204.7,,2021-02-21,서울특별시,송파구
2276,서울특별시 강서구,11500-00009,구암,근린공원,서울특별시 강서구 가양동 1471,37.567599,126.853729,29843.8,1990-05-22,2021-03-22,서울특별시,강서구
2277,서울특별시 강서구,11500-00010,황금내,근린공원,서울특별시 강서구 가양동 1485-5,37.561783,126.864104,22002.9,1990-05-22,2021-03-22,서울특별시,강서구
2278,서울특별시 강서구,11500-00011,원당,근린공원,서울특별시 강서구 등촌동 690-5,37.559782,126.842567,10096.4,1990-07-26,2021-03-22,서울특별시,강서구
2279,서울특별시 강서구,11500-00012,등촌,근린공원,서울특별시 강서구 등촌동 687-4,37.563683,126.841391,10051.6,1990-07-26,2021-03-22,서울특별시,강서구
2280,서울특별시 강서구,11500-00013,서낭당,근린공원,서울특별시 강서구 등촌동 706,37.558865,126.849984,10248.8,1990-07-26,2021-03-22,서울특별시,강서구
2281,서울특별시 강서구,11500-00014,방화,근린공원,서울특별시 강서구 방화동 855,37.580907,126.814120,72132.0,1990-12-29,2021-03-22,서울특별시,강서구
2282,서울특별시 강서구,11500-00015,옹기골,근린공원,서울특별시 강서구 방화동 842,37.573562,126.821695,9723.6,1990-12-29,2021-03-22,서울특별시,강서구
2283,서울특별시 강서구,11500-00016,매화,근린공원,서울특별시 강서구 등촌동 630-14,37.557535,126.852151,1980.4,1997-06-11,2021-03-22,서울특별시,강서구
2284,서울특별시 강서구,11500-00017,까치산,근린공원,서울특별시 강서구 화곡동 산162-1,37.536938,126.843936,27658.0,1991-04-07,2021-03-22,서울특별시,강서구
2285,서울특별시 강서구,11500-00018,수명산,근린공원,서울특별시 강서구 내발산동 748,37.550967,126.829893,83807.1,2003-12-26,2021-03-22,서울특별시,강서구
2286,서울특별시 강서구,11500-00019,발산,근린공원,서울특별시 강서구 내발산동 739,37.554540,126.825837,17825.5,2005-02-01,2021-03-22,서울특별시,강서구
2287,서울특별시 강서구,11500-00020,서울식물원,근린공원,서울특별시 강서구 마곡동 255-1,37.569783,126.823068,503875.0,2007-12-28,2021-03-22,서울특별시,강서구
2288,서울특별시 강서구,11500-00021,마곡나루,근린공원,서울특별시 강서구 방화동 210-1,37.566183,126.813091,17283.0,2007-12-28,2021-03-22,서울특별시,강서구
2289,서울특별시 강서구,11500-00022,마곡하늬,근린공원,서울특별시 강서구 공항동 1220,37.556699,126.812659,24597.0,2007-12-28,2021-03-22,서울특별시,강서구
2290,서울특별시 강서구,11500-00023,이수,어린이공원,서울특별시 강서구 염창동 281-3,37.548414,126.874399,1805.1,,2021-03-22,서울특별시,강서구
2291,서울특별시 강서구,11500-00024,백합,어린이공원,서울특별시 강서구 염창동 267-24,37.551163,126.869438,939.3,,2021-03-22,서울특별시,강서구
2292,서울특별시 강서구,11500-00025,아리수,어린이공원,서울특별시 강서구 염창동 299-3,37.551786,126.875286,862.5,,2021-03-22,서울특별시,강서구
2293,서울특별시 강서구,11500-00026,등서,어린이공원,서울특별시 강서구 등촌동 639-2,37.559235,126.854759,879.7,,2021-03-22,서울특별시,강서구
2294,서울특별시 강서구,11500-00027,백석,어린이공원,서울특별시 강서구 등촌동 646-41,37.552610,126.863328,993.6,,2021-03-22,서울특별시,강서구
2295,서울특별시 강서구,11500-00028,등마루,어린이공원,서울특별시 강서구 등촌동 641-5,37.556275,126.857379,970.9,,2021-03-22,서울특별시,강서구
2296,서울특별시 강서구,11500-00029,도림,어린이공원,서울특별시 강서구 등촌동 635-1,37.555871,126.862861,1033.8,,2021-03-22,서울특별시,강서구
2297,서울특별시 강서구,11500-00030,능안,어린이공원,서울특별시 강서구 등촌동 517-1,37.546638,126.859908,853.9,,2021-03-22,서울특별시,강서구
2298,서울특별시 강서구,11500-00031,한마음,어린이공원,서울특별시 강서구 등촌동 690-3,37.560723,126.843248,1791.8,,2021-03-22,서울특별시,강서구
2299,서울특별시 강서구,11500-00032,새나라,어린이공원,서울특별시 강서구 등촌동 707-2,37.561861,126.852004,1563.4,,2021-03-22,서울특별시,강서구
2300,서울특별시 강서구,11500-00033,백합,어린이공원,서울특별시 강서구 등촌동 695-4,37.559303,126.844996,1547.4,,2021-03-22,서울특별시,강서구
2301,서울특별시 강서구,11500-00034,채송화,어린이공원,서울특별시 강서구 등촌동 694-1,37.562782,126.845988,1544.9,,2021-03-22,서울특별시,강서구
2302,서울특별시 강서구,11500-00035,푸르매,어린이공원,서울특별시 강서구 등촌동 705-3,37.559106,126.847497,1538.3,,2021-03-22,서울특별시,강서구
2303,서울특별시 강서구,11500-00036,새벗,어린이공원,서울특별시 강서구 등촌동 688-3,37.560711,126.840279,1565.8,,2021-03-22,서울특별시,강서구
2304,서울특별시 송파구,11710-00152,신천어린이교통,근린공원,서울특별시 송파구 신천동 7-15,37.516022,127.101762,12755.5,,2021-02-21,서울특별시,송파구
2326,서울특별시 강서구,11500-00001,우장,근린공원,서울특별시 강서구 화곡동 산60-1,37.552820,126.843808,359435.2,1971-08-06,2021-03-22,서울특별시,강서구
2327,서울특별시 강서구,11500-00002,궁산,근린공원,서울특별시 강서구 가양동 산4-7,37.574254,126.841332,135002.7,1977-07-09,2021-03-22,서울특별시,강서구
2328,서울특별시 강서구,11500-00003,염창,근린공원,서울특별시 강서구 염창동 산24-1,37.557007,126.869821,112070.0,1977-07-09,2021-03-22,서울특별시,강서구
2329,서울특별시 강서구,11500-00004,꿩고개,근린공원,서울특별시 강서구 방화동 산97-1,37.577983,126.808105,180000.0,1977-07-09,2021-03-22,서울특별시,강서구
2330,서울특별시 강서구,11500-00005,봉제산,근린공원,서울특별시 강서구 화곡동 산1,37.539906,126.849751,917190.0,1977-07-09,2021-03-22,서울특별시,강서구
2331,서울특별시 강서구,11500-00006,개화,근린공원,서울특별시 강서구 개화동 산17,37.588011,126.796781,386500.0,1977-07-09,2021-03-22,서울특별시,강서구
2332,서울특별시 강서구,11500-00007,등마루,근린공원,서울특별시 강서구 화곡동 산199,37.552858,126.856221,74299.0,1977-07-09,2021-03-22,서울특별시,강서구
2333,서울특별시 강서구,11500-00008,공암나루,근린공원,서울특별시 강서구 가양동 1459-9,37.570635,126.849087,25680.4,1990-05-22,2021-03-22,서울특별시,강서구
2381,서울특별시 송파구,11710-00060,모슬,어린이공원,서울특별시 송파구 거여동 28-7,37.492376,127.145466,550.0,,2021-02-21,서울특별시,송파구
2382,서울특별시 송파구,11710-00061,몽촌,어린이공원,서울특별시 송파구 방이동 150,37.512891,127.114841,1560.8,,2021-02-21,서울특별시,송파구
2383,서울특별시 송파구,11710-00062,무궁화,어린이공원,서울특별시 송파구 가락동 134,37.493062,127.127074,1500.0,,2021-02-21,서울특별시,송파구
2384,서울특별시 송파구,11710-00063,문현,어린이공원,서울특별시 송파구 장지동 838-1,37.481238,127.128143,1523.0,,2021-02-21,서울특별시,송파구
2385,서울특별시 송파구,11710-00064,반딧불,어린이공원,서울특별시 송파구 문정동 47,37.487938,127.124078,1489.2,,2021-02-21,서울특별시,송파구
2386,서울특별시 송파구,11710-00065,방잇골,어린이공원,서울특별시 송파구 방이동 70-1,37.513395,127.110304,1629.6,,2021-02-21,서울특별시,송파구
2387,서울특별시 송파구,11710-00066,방죽,어린이공원,서울특별시 송파구 가락본동 28,37.500653,127.122796,1492.1,,2021-02-21,서울특별시,송파구
3531,서울특별시 용산구,11170-00001,효창공원,근린공원,서울특별시 용산구 효창동 255,37.5442779444,126.9592546183,171277.0,1940-03-12,2020-03-17,서울특별시,용산구
3532,서울특별시 용산구,11170-00002,새나라어린이공원,어린이공원,서울특별시 용산구 후암동 190-1,37.5483190848,126.9763501,2340.0,1940-03-12,2020-03-17,서울특별시,용산구
3533,서울특별시 용산구,11170-00003,늘푸른어린이공원,어린이공원,서울특별시 용산구 원효로3가 1-139,37.5349029773,126.9565533557,2300.0,1940-03-12,2020-03-17,서울특별시,용산구
3534,서울특별시 용산구,11170-00004,청파어린이공원,어린이공원,서울특별시 용산구 서계동 226-3,37.55354582,126.9683175,8324.0,1940-03-12,2020-03-17,서울특별시,용산구
3535,서울특별시 용산구,11170-00005,동자어린이공원,어린이공원,서울특별시 용산구 동자동 24-11,37.55008973,126.9739448331,712.0,1940-03-12,2020-03-17,서울특별시,용산구
3536,서울특별시 용산구,11170-00006,이태원어린이공원,어린이공원,서울특별시 용산구 이태원2동 286-1,37.53840706,126.9890406,2858.0,1940-03-12,2020-03-17,서울특별시,용산구
3537,서울특별시 용산구,11170-00007,새꿈어린이공원,어린이공원,서울특별시 용산구 동자동 8,37.55256321,126.9744764,1828.0,1940-03-12,2020-03-17,서울특별시,용산구
3538,서울특별시 용산구,11170-00008,돌모루어린이공원,어린이공원,서울특별시 용산구 청파동3가 118-102,37.54277172,126.9685903,3447.0,1940-03-12,2020-03-17,서울특별시,용산구
3539,서울특별시 용산구,11170-00009,신계공원,역사공원,서울특별시 용산구 신계동 55,37.5350791483,126.9662835141,15000.0,1940-03-12,2020-03-17,서울특별시,용산구
3540,서울특별시 용산구,11170-00010,소월길어린이공원,어린이공원,서울특별시 용산구 이태원2동 463,37.54356278,126.9892426,1630.0,1963-12-16,2020-03-17,서울특별시,용산구
3541,서울특별시 용산구,11170-00011,꿈나무공원,소공원,서울특별시 용산구 이촌1동 301-86,37.52079543,126.9717206,1412.0,1972-02-16,2020-03-17,서울특별시,용산구
3542,서울특별시 용산구,11170-00012,새싹어린이공원,어린이공원,서울특별시 용산구 이촌2동 206-1,37.52696094,126.9545216180,480.0,1973-03-23,2020-03-17,서울특별시,용산구
3543,서울특별시 용산구,11170-00013,삼각지어린이공원,어린이공원,서울특별시 용산구 용산동3가 1-96,37.53440608,126.9753924,803.0,1973-06-04,2020-03-17,서울특별시,용산구
3544,서울특별시 용산구,11170-00014,응봉공원,근린공원,서울특별시 용산구 한남동 산8-1,37.54498748,127.0053039,187834.0,1977-07-09,2020-03-17,서울특별시,용산구
3545,서울특별시 용산구,11170-00015,동빙고공원,근린공원,서울특별시 용산구 용산동6가 69-163,37.51739634,126.9839844,55740.0,1977-07-09,2020-03-17,서울특별시,용산구
3546,서울특별시 용산구,11170-00016,두텁바위어린이공원,어린이공원,서울특별시 용산구 동자동 50,37.55205433,126.9729442,2623.0,1978-07-30,2020-03-17,서울특별시,용산구
3547,서울특별시 용산구,11170-00017,효창어린이공원,어린이공원,서울특별시 용산구 효창동 5-712,37.54279186,126.9585527,525.0,1981-01-30,2020-03-17,서울특별시,용산구
3548,서울특별시 용산구,11170-00018,이촌공원,소공원,서울특별시 용산구 이촌2동 301-60,37.51876588,126.9797915,1736.0,1984-03-30,2020-03-17,서울특별시,용산구
3549,서울특별시 용산구,11170-00019,새푸리공원,소공원,서울특별시 용산구 이촌동 399,37.5215997,126.967852,231.0,1992-12-24,2020-03-17,서울특별시,용산구
3550,서울특별시 용산구,11170-00020,도원어린이공원,어린이공원,서울특별시 용산구 도원동 21,37.53715411,126.9547839,1500.0,1994-01-10,2020-03-17,서울특별시,용산구
3551,서울특별시 용산구,11170-00021,강변공원,소공원,서울특별시 용산구 이촌동 408,37.52133783,126.9750392,1766.0,1995-02-22,2020-03-17,서울특별시,용산구
3552,서울특별시 용산구,11170-00022,솔밭어린이공원,어린이공원,서울특별시 용산구 한강로1가 30-3,37.53722942,126.9736678,2090.0,2001-07-10,2020-03-17,서울특별시,용산구
3553,서울특별시 용산구,11170-00023,신창동어린이공원,어린이공원,서울특별시 용산구 신창동 100,37.53667041,126.9540891,257.0,2003-02-20,2020-03-17,서울특별시,용산구
3554,서울특별시 용산구,11170-00024,서빙고공원,근린공원,서울특별시 용산구 용산동5가 24-2,37.52478246,126.9711908,11879.0,2003-05-10,2020-03-17,서울특별시,용산구
3555,서울특별시 용산구,11170-00025,기와터공원,근린공원,서울특별시 용산구 한강로3가 63-388,37.52576931,126.9696613,2225.0,2003-06-05,2020-03-17,서울특별시,용산구
3556,서울특별시 용산구,11170-00026,문배어린이공원,어린이공원,서울특별시 용산구 문배동 24-1,37.53662808,126.969795,842.0,2003-06-30,2020-03-17,서울특별시,용산구
3685,서울특별시 송파구,11710-00148,거여6(거마재정비),소공원,서울특별시 송파구 마천동 586 일대,37.497464,127.154635,612.0,,2021-02-21,서울특별시,송파구
3686,서울특별시 송파구,11710-00149,문정동136 소공원,소공원,서울특별시 송파구 문정동 123 일대,37.487951,127.133264,407.5,,2021-02-21,서울특별시,송파구
3687,서울특별시 송파구,11710-00150,잠실주공5단지 소공원,소공원,서울특별시 송파구 잠실동 27 일원,37.513067,127.098124,8228.0,,2021-02-21,서울특별시,송파구
3688,서울특별시 송파구,11710-00151,송례(위례 근린공원8호),근린공원,서울특별시 송파구 장지동 393임 일원,37.477529,127.141005,10024.6,,2021-02-21,서울특별시,송파구
3701,서울특별시 송파구,11710-00119,호순이,어린이공원,서울특별시 송파구 문정동 150-3,37.489845,,1560.2,,2021-02-21,서울특별시,송파구
3702,서울특별시 송파구,11710-00120,훙이,어린이공원,서울특별시 송파구 가락본동 14,37.501139,127.1247541815,1500.0,,2021-02-21,서울특별시,송파구
3703,서울특별시 송파구,11710-00121,희망,어린이공원,서울특별시 송파구 문정동 103,37.485786,,1495.8,,2021-02-21,서울특별시,송파구
3704,서울특별시 송파구,11710-00122,늘푸른,소공원,서울특별시 송파구 마천동 578,37.498552,127.155809,921.0,,2021-02-21,서울특별시,송파구
3705,서울특별시 송파구,11710-00123,평화,소공원,서울특별시 송파구 방이동 42-2,37.516291,127.112151,1651.3,,2021-02-21,서울특별시,송파구
3706,서울특별시 송파구,11710-00124,오금지구 수변공원,수변공원,서울특별시 송파구 오금동 97-21 일원,37.507619,127.136866,4302.0,,2021-02-21,서울특별시,송파구
3707,서울특별시 송파구,11710-00125,능안,기타,서울특별시 송파구 거여동 296-2,,127.144058,1597.8,,2021-02-21,서울특별시,송파구
3708,서울특별시 송파구,11710-00126,돌무데기놀이터,기타,서울특별시 송파구 마천동 277-52,37.492024,127.157195,455.0,,2021-02-21,서울특별시,송파구
3709,서울특별시 송파구,11710-00127,풍납타이어,기타,서울특별시 송파구 풍납동 483-4,37.535938,127.121564,291.0,,2021-02-21,서울특별시,송파구
3710,서울특별시 송파구,11710-00128,가락1(시영아파트),근린공원,서울특별시 송파구 가락동 479,37.4976145695,127.1025318041,19159.2,,2021-02-21,서울특별시,송파구
3711,서울특별시 송파구,11710-00129,문이,근린공원,서울특별시 송파구 문정동 481,37.484857,127.113722,20856.2,,2021-02-21,서울특별시,송파구
3712,서울특별시 송파구,11710-00130,솔향(거마재정비),근린공원,서울특별시 송파구 마천동 199-3 일대,,127.154217,10042.0,,2021-02-21,서울특별시,송파구
3713,서울특별시 송파구,11710-00131,위례 근린공원1호,근린공원,서울특별시 송파구 거여동 491임 일원,37.483179,127.144136,200327.0,,2021-02-21,서울특별시,송파구
3714,서울특별시 송파구,11710-00132,위례 근린공원3호,근린공원,서울특별시 송파구 거여동 산26-7임 일원,37.490844,127.139533,42448.0,,2021-02-21,서울특별시,송파구
3715,서울특별시 송파구,11710-00133,위례 근린공원12호,근린공원,서울특별시 송파구 장지동 산29임 일원,,127.136184,17872.0,,2021-02-21,서울특별시,송파구
3716,서울특별시 송파구,11710-00134,잠실주공5단지 근린공원,근린공원,서울특별시 송파구 잠실동 27 일원,37.512706,127.095491,10741.0,,2021-02-21,서울특별시,송파구
3717,서울특별시 송파구,11710-00135,향유(거마재정비),근린공원,서울특별시 송파구 거여동 200-4 일대,37.494489,127.147614,10569.0,,2021-02-21,서울특별시,송파구
3718,서울특별시 송파구,11710-00136,가락1(시영아파트),어린이공원,서울특별시 송파구 가락동 479,37.4976145695,127.1025318041,1617.7,,2021-02-21,서울특별시,송파구
3719,서울특별시 송파구,11710-00137,문정동136 어린이공원,어린이공원,서울특별시 송파구 문정동 142 일대,37.487357,127.134752,4685.0,,2021-02-21,서울특별시,송파구
3720,서울특별시 송파구,11710-00138,위례 어린이공원1호,어린이공원,서울특별시 송파구 거여동 산71-14잡 일원,,127.152664,1594.0,,2021-02-21,서울특별시,송파구
3721,서울특별시 송파구,11710-00139,잠실미성크로바,어린이공원,서울특별시 송파구 신천동 17-6 일원,37.518732,,3644.0,,2021-02-21,서울특별시,송파구
3722,서울특별시 송파구,11710-00140,잠실진주,어린이공원,서울특별시 송파구 신천동 20-4 일원,37.518792,127.108557,4470.0,,2021-02-21,서울특별시,송파구
3723,서울특별시 송파구,11710-00141,장미아파트1호,어린이공원,서울특별시 송파구 신천동 7 일원,37.518333,127.099146,5470.0,,2021-02-21,서울특별시,송파구
3724,서울특별시 송파구,11710-00142,장미아파트2호,어린이공원,서울특별시 송파구 신천동 11 일원,37.520392,127.103546,3288.0,,2021-02-21,서울특별시,송파구
3725,서울특별시 송파구,11710-00143,거여1(거마재정비),소공원,서울특별시 송파구 거여동 181-143 일대,37.496441,,1139.7,,2021-02-21,서울특별시,송파구
3726,서울특별시 송파구,11710-00144,거여2(거마재정비),소공원,서울특별시 송파구 마천동 327-7 일대,37.491039,127.156702,1501.0,,2021-02-21,서울특별시,송파구
3727,서울특별시 송파구,11710-00145,거여3(거마재정비),소공원,서울특별시 송파구 마천동 363-2 일대,37.494838,127.155509,591.0,,2021-02-21,서울특별시,송파구
3728,서울특별시 송파구,11710-00146,거여4(거마재정비),소공원,서울특별시 송파구 마천동 364-8 일대,37.494411,127.156222,5420.0,,2021-02-21,서울특별시,송파구
3729,서울특별시 송파구,11710-00147,거여5(거마재정비),소공원,서울특별시 송파구 마천동 276 일대,37.491148,127.157751,7682.0,,2021-02-21,서울특별시,송파구
3830,서울특별시 송파구,11710-00115,한림,어린이공원,서울특별시 송파구 장지동 834-2,37.485466,,1504.0,,2021-02-21,서울특별시,송파구
3831,서울특별시 송파구,11710-00116,한샘,어린이공원,서울특별시 송파구 문정동 66,37.484765,127.124969,1688.0,,2021-02-21,서울특별시,송파구
3832,서울특별시 송파구,11710-00117,향나무,어린이공원,서울특별시 송파구 거여동 293-2,37.489698,127.144382,1512.4,,2021-02-21,서울특별시,송파구
3833,서울특별시 송파구,11710-00118,호돌이,어린이공원,서울특별시 송파구 문정동 150-11,37.487446,,1545.1,,2021-02-21,서울특별시,송파구
5031,서울특별시 은평구,11380-00001,새록어린이공원,어린이공원,서울특별시 은평구 녹번 158-1,37.6250920000,126.9261780000,956.0,,2021-05-01,서울특별시,은평구
5032,서울특별시 은평구,11380-00002,응암어린이공원,어린이공원,서울특별시 은평구 응암 85-41,37.6153230000,126.9197450000,992.1,,2021-05-01,서울특별시,은평구
5159,서울특별시 종로구,11110-00016,후창공원,소공원,서울특별시 종로구 평창동 568-2,37.610258,126.964365,1920.0,2009-05-28,2020-07-10,서울특별시,종로구
5160,서울특별시 종로구,11110-00017,서린공원,소공원,서울특별시 종로구 서린동 82,37.569989,126.980784,1398.0,2009-05-28,2020-07-10,서울특별시,종로구
5161,서울특별시 종로구,11110-00018,덕수공원,소공원,서울특별시 종로구 신문로1가 174-7,37.569254,126.974735,869.2,2009-05-28,2020-07-10,서울특별시,종로구
5162,서울특별시 종로구,11110-00019,경희궁공원,역사공원,서울특별시 종로구 신문로2가 2-1,37.57050028,126.970374,100930.0,2009-05-28,2020-07-10,서울특별시,종로구
5163,서울특별시 종로구,11110-00020,동묘공원,역사공원,서울특별시 종로구 숭인동 238-1,37.573162,127.018284,8450.0,2009-05-28,2020-07-10,서울특별시,종로구
5164,서울특별시 종로구,11110-00021,마로니에공원,문화공원,서울특별시 종로구 동숭동 1-124,37.580336,127.002513,5802.0,2009-05-28,2020-07-10,서울특별시,종로구
5165,서울특별시 종로구,11110-00022,삼청공원,근린공원,서울특별시 종로구 삼청동 산2-1,37.587701,126.983451,372418.4,2010-01-21,2020-07-10,서울특별시,종로구
5166,서울특별시 종로구,11110-00023,와룡공원,근린공원,서울특별시 종로구 명륜3가 53-52,37.591168,126.990122,204369.0,2010-01-21,2020-07-10,서울특별시,종로구
5167,서울특별시 종로구,11110-00010,연지공원,근린공원,서울특별시 종로구 연지동 1-38,37.575758,127.000795,2827.6,1999-11-13,2020-07-10,서울특별시,종로구
5168,서울특별시 종로구,11110-00024,숭인공원,근린공원,서울특별시 종로구 숭인동 58,37.577473,127.018225,45615.0,2010-04-22,2020-07-10,서울특별시,종로구
5169,서울특별시 종로구,11110-00025,평창공원,소공원,서울특별시 종로구 평창동 108-3,37.610096,126.977439,1117.6,2010-05-13,2020-07-10,서울특별시,종로구
5170,서울특별시 종로구,11110-00026,흥인지문공원,근린공원,서울특별시 종로구 종로6가 70,37.572637,127.008919,11519.7,2010-09-09,2020-07-10,서울특별시,종로구
5171,서울특별시 종로구,11110-00027,수송공원,근린공원,서울특별시 종로구 수송동 80-7,37.573998,126.981143,3567.2,2010-12-30,2020-07-10,서울특별시,종로구
5172,서울특별시 종로구,11110-00028,지봉골공원,어린이공원,서울특별시 종로구 창신동 산6-25,37.578947,127.014468,2508.0,2013-10-10,2020-07-10,서울특별시,종로구
5173,서울특별시 종로구,11110-00031,인왕산공원,근린공원,서울특별시 종로구 옥인동 179-1,37.583336,126.963713,202935.99,2020-06-29,2020-07-10,서울특별시,종로구
5174,서울특별시 종로구,11110-00035,북한산공원,근린공원,서울특별시 종로구 평창동 산6-17,37.601976,126.980549,27656.56,2020-06-29,2020-07-10,서울특별시,종로구
5175,서울특별시 종로구,11110-00036,달바위공원,소공원,서울특별시 종로구 송월동 145-2,37.570172,126.965838,3317.8,2006-04-13,2020-07-10,서울특별시,종로구
5176,서울특별시 종로구,11110-00037,솔빛공원,소공원,서울특별시 종로구 송월동 145-3,37.569973,126.965774,1793.3,2016-09-08,2020-07-10,서울특별시,종로구
5177,서울특별시 종로구,11110-00038,소담공원,소공원,서울특별시 종로구 행촌동 211-4,37.572146,126.961564,491.4,2017-03-30,2020-07-10,서울특별시,종로구
5178,서울특별시 종로구,11110-00039,부암튼튼공원,소공원,서울특별시 종로구 부암동 262-1,37.592305,126.964166,1258.0,2011-06-09,2020-07-10,서울특별시,종로구
5179,서울특별시 종로구,11110-00040,의주공원,소공원,서울특별시 종로구 무악동 46-71,37.573679,126.960267,364.0,2006-03-23,2020-07-10,서울특별시,종로구
5187,서울특별시 종로구,11110-00030,창신공원,어린이공원,서울특별시 종로구 창신동 23-362,37.578276,127.012931,710.0,2013-10-10,2020-07-10,서울특별시,종로구
5188,서울특별시 종로구,11110-00032,무악공원,어린이공원,서울특별시 종로구 무악동 산2-83,37.577525,126.960547,5136.0,2015-09-13,2020-07-10,서울특별시,종로구
5189,서울특별시 종로구,11110-00033,창덕공원,근린공원,서울특별시 종로구 와룡동 2-71,37.578868,126.989712,491328.0,1962-12-20,2020-07-10,서울특별시,종로구
5190,서울특별시 종로구,11110-00034,청진공원,근린공원,서울특별시 종로구 청진동 146-3,37.571415,126.979819,2802.0,1977-06-29,2020-07-10,서울특별시,종로구
5191,서울특별시 종로구,11110-00029,낙산공원,어린이공원,서울특별시 종로구 창신동 611-19,37.579546,127.010184,660.0,2013-10-10,2020-07-10,서울특별시,종로구
5192,서울특별시 종로구,11110-00001,참샘골공원,어린이공원,서울특별시 종로구 평창동 470,37.614801,126.974498,2737.0,1971-06-28,2020-07-10,서울특별시,종로구
5193,서울특별시 종로구,11110-00002,감나무골공원,어린이공원,서울특별시 종로구 평창동 495-4,37.612876,126.970377,2403.0,1971-06-28,2020-07-10,서울특별시,종로구
5194,서울특별시 종로구,11110-00003,옥인공원,어린이공원,서울특별시 종로구 옥인동 187-2,37.582545,126.962407,472.1,1974-03-23,2020-07-10,서울특별시,종로구
5195,서울특별시 종로구,11110-00004,명륜공원,어린이공원,서울특별시 종로구 명륜1가 23-9,37.588055,126.998279,1149.5,1980-03-23,2020-07-10,서울특별시,종로구
5196,서울특별시 종로구,11110-00005,새마을공원,어린이공원,서울특별시 종로구 평창동 327-1,37.606448,126.964642,397.0,1983-12-23,2020-07-10,서울특별시,종로구
5197,서울특별시 종로구,11110-00006,인왕공원,어린이공원,서울특별시 종로구 무악동 55-1,37.577468,126.956975,1745.8,1983-12-23,2020-07-10,서울특별시,종로구
5198,서울특별시 종로구,11110-00007,원서공원,근린공원,서울특별시 종로구 원서동 181,37.578234,126.988566,10004.6,1985-01-18,2020-07-10,서울특별시,종로구
5199,서울특별시 종로구,11110-00008,탑골공원,근린공원,서울특별시 종로구 종로2가 38-1,37.570612,126.9880601,19599.7,1996-12-16,2020-07-10,서울특별시,종로구
5200,서울특별시 종로구,11110-00009,연지1공원,어린이공원,서울특별시 종로구 연지동 136-92,37.574379,127.001063,474.2,1998-10-09,2020-07-10,서울특별시,종로구
5201,서울특별시 종로구,11110-00011,내수어울공원,근린공원,서울특별시 종로구 내수동 71-2,37.573911,126.970542,2392.1,2000-03-09,2020-07-10,서울특별시,종로구
5202,서울특별시 종로구,11110-00012,내수공원,근린공원,서울특별시 종로구 내수동 73-3,37.572497,126.971637,2192.2,2000-03-09,2020-07-10,서울특별시,종로구
5203,서울특별시 종로구,11110-00013,사직공원,근린공원,서울특별시 종로구 사직동 1-28,37.576561,126.967746,168099.8,2006-07-06,2020-07-10,서울특별시,종로구
5204,서울특별시 종로구,11110-00014,월암공원,근린공원,서울특별시 종로구 송월동 1-2,37.571311,126.965634,10662.0,2006-08-31,2020-07-10,서울특별시,종로구
5205,서울특별시 종로구,11110-00015,경학공원,어린이공원,서울특별시 종로구 명륜3가 53-2,37.584487,126.996902,3269.0,2009-01-22,2020-07-10,서울특별시,종로구
5355,서울특별시 마포구,11440-00072,노고산소공원,소공원,서울특별시 마포구 노고산동 57-53,37.554664,126.934783,1510.0,2011-09-29,2020-05-14,서울특별시,마포구
5365,서울특별시 노원구,11350-00016,공릉동,근린공원,서울특별시 노원구 공릉 63,37.62069727,127.0863497,11540.0,,2020-07-13,서울특별시,노원구
5375,서울특별시 마포구,11440-00060,만리재소공원,소공원,서울특별시 마포구 신공덕동 176,37.544549,126.955060,883.0,2007-04-12,2020-05-14,서울특별시,마포구
5376,서울특별시 마포구,11440-00061,단풍소공원,소공원,서울특별시 마포구 공덕동 470-3,37.548684,126.953369,274.0,2006-12-28,2020-05-14,서울특별시,마포구
5377,서울특별시 마포구,11440-00062,아현새싹소공원,소공원,서울특별시 마포구 아현동 786,37.551895,126.954392,613.0,2005-12-29,2020-05-14,서울특별시,마포구
5378,서울특별시 마포구,11440-00063,아현초록소공원,소공원,서울특별시 마포구 아현동 776,37.554446,126.953151,1035.0,2005-12-29,2020-05-14,서울특별시,마포구
5379,서울특별시 마포구,11440-00064,용강나루소공원,소공원,서울특별시 마포구 용강동 506,37.541796,126.942213,1088.0,2008-06-26,2020-05-14,서울특별시,마포구
5380,서울특별시 마포구,11440-00065,용강소공원,소공원,서울특별시 마포구 용강동 507,37.542972,126.940505,951.0,2008-06-26,2020-05-14,서울특별시,마포구
5381,서울특별시 마포구,11440-00066,대흥소공원,소공원,서울특별시 마포구 대흥동 804-4,37.548456,126.941270,1820.0,2007-06-14,2020-05-14,서울특별시,마포구
5382,서울특별시 마포구,11440-00067,복자기소공원,소공원,서울특별시 마포구 신수동 460,37.545831,126.936606,707.0,2009-10-15,2020-05-14,서울특별시,마포구
